sub_id,customer_id,product_code,product_category,start_date,end_date,monthly_recurring_revenue,contract_period,auto_renewal
SUB-00183-002,SME-2024-00183,SME-BROADBAND-50,Broadband,2025-06-12,,1660263,24,False
SUB-00184-001,SME-2024-00184,SME-BROADBAND-30,Broadband,2025-12-14,,2401607,12,False
SUB-00185-001,SME-2024-00185,SME-MANAGED-WIFI,Managed WiFi,2021-05-12,2021-10-12,2411415,12,True
SUB-00185-002,SME-2024-00185,SME-BUNDLE-BIZ,Bundle Business,2022-06-12,,7314879,24,True
SUB-00186-001,SME-2024-00186,SME-CLOUD-PRO,Cloud Service,2022-11-27,,2721825,12,True
SUB-00187-001,SME-2024-00187,SME-DEDICATED-100,Internet Dedicated,2025-10-13,,4799612,12,False
SUB-00188-001,SME-2024-00188,SME-CLOUD-BASIC,Cloud Service,2020-03-06,,1590009,12,True
SUB-00189-001,SME-2024-00189,SME-UC-BASIC,Unified Communication,2024-10-11,2025-07-11,3378622,24,False
SUB-00189-002,SME-2024-00189,SME-BROADBAND-30,Broadband,2025-07-11,,630654,6,True
SUB-00190-001,SME-2024-00190,SME-BROADBAND-30,Broadband,2026-04-15,,1279382,6,False
SUB-00191-001,SME-2024-00191,SME-UC-BASIC,Unified Communication,2020-05-02,,3637478,24,True
SUB-00192-001,SME-2024-00192,SME-BROADBAND-30,Broadband,2021-05-15,,1057641,6,True
SUB-00193-001,SME-2024-00193,SME-BUNDLE-BIZ,Bundle Business,2022-03-18,,2627462,12,True
SUB-00194-001,SME-2024-00194,SME-UC-BASIC,Unified Communication,2020-03-17,,3172364,12,True
SUB-00195-001,SME-2024-00195,SME-MANAGED-WIFI,Managed WiFi,2023-07-18,,2379199,12,True
SUB-00196-001,SME-2024-00196,SME-IOT-STARTER,IoT Package,2021-08-29,,552844,6,True
SUB-00196-002,SME-2024-00196,SME-MANAGED-WIFI,Managed WiFi,2022-02-28,,1463764,12,True
SUB-00197-001,SME-2024-00197,SME-CLOUD-PRO,Cloud Service,2021-03-23,,3128106,12,True
SUB-00197-002,SME-2024-00197,SME-BUNDLE-BIZ,Bundle Business,2026-01-23,,6449174,12,False
SUB-00198-001,SME-2024-00198,SME-CLOUD-PRO,Cloud Service,2022-09-01,,2782911,6,True
SUB-00199-001,SME-2024-00199,SME-BROADBAND-50,Broadband,2024-07-13,,1295216,6,True
SUB-00199-002,SME-2024-00199,SME-BROADBAND-30,Broadband,2025-03-13,,2256250,24,True
SUB-00200-001,SME-2024-00200,SME-CLOUD-PRO,Cloud Service,2026-05-13,,5048885,6,False
SUB-00201-001,SME-2024-00201,SME-IOT-STARTER,IoT Package,2022-10-03,,1804173,6,True
SUB-00202-001,SME-2024-00202,SME-CLOUD-PRO,Cloud Service,2026-01-01,,1518979,12,False
SUB-00203-001,SME-2024-00203,SME-IOT-STARTER,IoT Package,2021-01-02,,1046741,24,True
SUB-00204-001,SME-2024-00204,SME-BROADBAND-30,Broadband,2020-02-08,,828652,6,True
SUB-00205-001,SME-2024-00205,SME-DEDICATED-50,Internet Dedicated,2024-03-05,,3264484,12,True
SUB-00205-002,SME-2024-00205,SME-CLOUD-BASIC,Cloud Service,2026-05-05,,1168776,12,False
SUB-00205-003,SME-2024-00205,SME-BROADBAND-30,Broadband,2025-01-05,,1185317,12,True
SUB-00206-001,SME-2024-00206,SME-CLOUD-PRO,Cloud Service,2025-08-01,,3079152,12,False
SUB-00206-002,SME-2024-00206,SME-MANAGED-WIFI,Managed WiFi,2025-02-01,,1465776,12,True
SUB-00207-001,SME-2024-00207,SME-BROADBAND-30,Broadband,2021-07-19,,2475142,12,True
SUB-00208-001,SME-2024-00208,SME-DEDICATED-100,Internet Dedicated,2022-03-19,,2308494,12,True
SUB-00209-001,SME-2024-00209,SME-BUNDLE-BIZ,Bundle Business,2022-03-14,,9255662,12,True
SUB-00209-002,SME-2024-00209,SME-IOT-STARTER,IoT Package,2026-06-14,,1949107,6,False
SUB-00210-001,SME-2024-00210,SME-DEDICATED-50,Internet Dedicated,2020-01-21,,3372947,12,True
SUB-00210-002,SME-2024-00210,SME-BROADBAND-30,Broadband,2020-11-21,,1038877,6,True
SUB-00211-001,SME-2024-00211,SME-MANAGED-WIFI,Managed WiFi,2025-12-29,,2657938,24,False
SUB-00212-001,SME-2024-00212,SME-DEDICATED-50,Internet Dedicated,2022-04-04,,4192574,12,True
SUB-00213-001,SME-2024-00213,SME-BROADBAND-30,Broadband,2021-08-24,,1295608,12,True
SUB-00214-001,SME-2024-00214,SME-UC-BASIC,Unified Communication,2022-04-26,,2346719,12,True
SUB-00215-001,SME-2024-00215,SME-BROADBAND-30,Broadband,2025-05-23,,1164707,24,False
SUB-00216-001,SME-2024-00216,SME-DEDICATED-100,Internet Dedicated,2021-12-29,,2238876,24,True
SUB-00217-001,SME-2024-00217,SME-BROADBAND-30,Broadband,2026-03-14,,1361664,12,False
SUB-00218-001,SME-2024-00218,SME-UC-BASIC,Unified Communication,2026-03-25,,2890994,12,False
SUB-00219-001,SME-2024-00219,SME-DEDICATED-100,Internet Dedicated,2023-01-27,,7832299,12,True
SUB-00220-001,SME-2024-00220,SME-DEDICATED-50,Internet Dedicated,2024-10-01,,3272824,12,True
SUB-00221-001,SME-2024-00221,SME-CLOUD-BASIC,Cloud Service,2020-01-26,,976683,12,True
SUB-00221-002,SME-2024-00221,SME-BUNDLE-BIZ,Bundle Business,2020-11-26,,3113174,12,True
SUB-00222-001,SME-2024-00222,SME-MANAGED-WIFI,Managed WiFi,2026-05-16,,2860953,12,False
SUB-00222-002,SME-2024-00222,SME-UC-BASIC,Unified Communication,2022-11-16,,1560855,12,True
SUB-00222-003,SME-2024-00222,SME-CLOUD-BASIC,Cloud Service,2023-01-16,,1347610,12,True
SUB-00223-001,SME-2024-00223,SME-IOT-STARTER,IoT Package,2023-11-13,,773117,12,True
SUB-00224-001,SME-2024-00224,SME-DEDICATED-100,Internet Dedicated,2023-01-23,,5976875,6,True
SUB-00224-002,SME-2024-00224,SME-IOT-STARTER,IoT Package,2023-04-23,,1120185,12,True
SUB-00225-001,SME-2024-00225,SME-CLOUD-BASIC,Cloud Service,2026-05-25,,1177931,12,False
SUB-00226-001,SME-2024-00226,SME-UC-BASIC,Unified Communication,2023-03-11,,3141929,12,True
SUB-00227-001,SME-2024-00227,SME-DEDICATED-50,Internet Dedicated,2024-08-17,,1529875,24,False
SUB-00228-001,SME-2024-00228,SME-BROADBAND-30,Broadband,2025-12-27,,1117854,12,False
SUB-00229-001,SME-2024-00229,SME-DEDICATED-100,Internet Dedicated,2024-08-27,,5450059,12,True
SUB-00230-001,SME-2024-00230,SME-UC-BASIC,Unified Communication,2023-12-26,,1010532,12,True
SUB-00231-001,SME-2024-00231,SME-BUNDLE-BIZ,Bundle Business,2023-08-04,,10007729,12,True
SUB-00232-001,SME-2024-00232,SME-IOT-STARTER,IoT Package,2024-05-13,,1075686,6,True
SUB-00233-001,SME-2024-00233,SME-MANAGED-WIFI,Managed WiFi,2020-06-05,,1821557,12,True
SUB-00234-001,SME-2024-00234,SME-UC-BASIC,Unified Communication,2021-07-18,,2005038,12,True
SUB-00234-002,SME-2024-00234,SME-BROADBAND-50,Broadband,2026-03-18,,2207678,12,False
SUB-00235-001,SME-2024-00235,SME-BROADBAND-50,Broadband,2023-04-17,,4208097,12,True
SUB-00235-002,SME-2024-00235,SME-MANAGED-WIFI,Managed WiFi,2026-01-17,,1227448,12,False
SUB-00236-001,SME-2024-00236,SME-CLOUD-PRO,Cloud Service,2023-07-10,,3880203,6,True
SUB-00236-002,SME-2024-00236,SME-BUNDLE-BIZ,Bundle Business,2024-08-10,,6963797,6,True
SUB-00237-001,SME-2024-00237,SME-BROADBAND-30,Broadband,2026-04-06,,2100991,12,False
SUB-00237-002,SME-2024-00237,SME-UC-BASIC,Unified Communication,2026-04-06,,2894892,12,False
SUB-00238-001,SME-2024-00238,SME-CLOUD-PRO,Cloud Service,2026-06-03,,1690392,12,False
SUB-00239-001,SME-2024-00239,SME-BROADBAND-30,Broadband,2026-01-06,,1393315,12,False
SUB-00239-002,SME-2024-00239,SME-UC-BASIC,Unified Communication,2026-01-06,,1298247,12,False
SUB-00240-001,SME-2024-00240,SME-IOT-STARTER,IoT Package,2020-01-15,,2064266,12,True
SUB-00241-001,SME-2024-00241,SME-DEDICATED-50,Internet Dedicated,2024-12-05,,5351015,24,False
SUB-00242-001,SME-2024-00242,SME-MANAGED-WIFI,Managed WiFi,2026-06-10,,3106980,24,False
SUB-00243-001,SME-2024-00243,SME-UC-BASIC,Unified Communication,2021-07-21,,2931522,12,True
SUB-00243-002,SME-2024-00243,SME-BUNDLE-BIZ,Bundle Business,2025-10-21,,9362888,12,False
SUB-00244-001,SME-2024-00244,SME-BROADBAND-50,Broadband,2022-04-09,,2588594,12,True
SUB-00244-002,SME-2024-00244,SME-UC-BASIC,Unified Communication,2025-03-09,,931052,24,False
SUB-00245-001,SME-2024-00245,SME-CLOUD-PRO,Cloud Service,2026-03-18,,2185261,6,False
SUB-00246-001,SME-2024-00246,SME-DEDICATED-100,Internet Dedicated,2021-09-25,,8581605,12,True
SUB-00246-002,SME-2024-00246,SME-BROADBAND-50,Broadband,2022-09-25,,3730545,6,True
SUB-00247-001,SME-2024-00247,SME-BROADBAND-30,Broadband,2024-08-21,,2241865,12,True
SUB-00248-001,SME-2024-00248,SME-BROADBAND-30,Broadband,2021-01-22,,678929,6,True
SUB-00249-001,SME-2024-00249,SME-IOT-STARTER,IoT Package,2024-11-03,2025-05-03,2082522,24,False
SUB-00249-002,SME-2024-00249,SME-BROADBAND-30,Broadband,2025-11-03,,2326507,24,True
SUB-00250-001,SME-2024-00250,SME-DEDICATED-100,Internet Dedicated,2020-02-13,,2772625,24,True
SUB-00250-002,SME-2024-00250,SME-CLOUD-PRO,Cloud Service,2020-06-13,,4868082,24,True
SUB-00250-003,SME-2024-00250,SME-MANAGED-WIFI,Managed WiFi,2021-02-13,2021-10-13,3058995,6,True
SUB-00251-001,SME-2024-00251,SME-BUNDLE-BIZ,Bundle Business,2022-09-29,,9311499,12,True
SUB-00252-001,SME-2024-00252,SME-UC-BASIC,Unified Communication,2025-11-26,,3462227,12,False
SUB-00253-001,SME-2024-00253,SME-BROADBAND-30,Broadband,2026-01-19,,1058890,6,False
SUB-00253-002,SME-2024-00253,SME-IOT-STARTER,IoT Package,2020-07-19,,615856,12,True
SUB-00254-001,SME-2024-00254,SME-DEDICATED-100,Internet Dedicated,2022-01-21,,3570837,12,True
SUB-00254-002,SME-2024-00254,SME-BROADBAND-50,Broadband,2025-12-21,,3659392,12,False
SUB-00255-001,SME-2024-00255,SME-IOT-STARTER,IoT Package,2023-12-24,,1056526,24,True
SUB-00256-001,SME-2024-00256,SME-DEDICATED-50,Internet Dedicated,2021-05-05,,1307167,12,True
SUB-00256-002,SME-2024-00256,SME-MANAGED-WIFI,Managed WiFi,2021-09-05,,1454920,12,True
SUB-00257-001,SME-2024-00257,SME-UC-BASIC,Unified Communication,2024-07-21,,1560323,24,False
SUB-00257-002,SME-2024-00257,SME-DEDICATED-50,Internet Dedicated,2026-02-21,,4214731,6,False
SUB-00258-001,SME-2024-00258,SME-CLOUD-PRO,Cloud Service,2021-08-08,,2449637,12,True
SUB-00259-001,SME-2024-00259,SME-UC-BASIC,Unified Communication,2025-05-25,,3310984,24,False
SUB-00260-001,SME-2024-00260,SME-MANAGED-WIFI,Managed WiFi,2020-12-08,,1950687,12,True
SUB-00261-001,SME-2024-00261,SME-CLOUD-PRO,Cloud Service,2024-02-04,,3085882,12,True
SUB-00261-002,SME-2024-00261,SME-BUNDLE-BIZ,Bundle Business,2024-12-04,,3428970,24,True
SUB-00262-001,SME-2024-00262,SME-DEDICATED-50,Internet Dedicated,2023-02-05,,5364738,12,True
SUB-00262-002,SME-2024-00262,SME-CLOUD-PRO,Cloud Service,2025-07-05,,2381640,12,False
SUB-00263-001,SME-2024-00263,SME-DEDICATED-100,Internet Dedicated,2023-06-03,,4521250,12,True
SUB-00263-002,SME-2024-00263,SME-BROADBAND-50,Broadband,2024-02-03,,2420216,12,True
SUB-00264-001,SME-2024-00264,SME-BUNDLE-BIZ,Bundle Business,2024-10-03,,10078549,12,True
SUB-00264-002,SME-2024-00264,SME-DEDICATED-50,Internet Dedicated,2025-11-03,,2608887,24,True
SUB-00265-001,SME-2024-00265,SME-BROADBAND-50,Broadband,2026-03-20,,3173106,12,False
SUB-00265-002,SME-2024-00265,SME-MANAGED-WIFI,Managed WiFi,2026-01-20,,795939,6,False
SUB-00266-001,SME-2024-00266,SME-DEDICATED-100,Internet Dedicated,2024-06-30,,7484041,6,True
SUB-00267-001,SME-2024-00267,SME-DEDICATED-100,Internet Dedicated,2024-10-21,2025-03-21,6571203,24,True
SUB-00268-001,SME-2024-00268,SME-IOT-STARTER,IoT Package,2026-06-02,,1499425,6,False
SUB-00269-001,SME-2024-00269,SME-DEDICATED-100,Internet Dedicated,2025-10-30,,9051552,12,False
SUB-00269-002,SME-2024-00269,SME-UC-BASIC,Unified Communication,2024-09-30,,2984563,12,True
SUB-00270-001,SME-2024-00270,SME-BUNDLE-BIZ,Bundle Business,2021-04-04,,7350588,12,True
SUB-00271-001,SME-2024-00271,SME-BROADBAND-30,Broadband,2026-05-25,,1865615,6,False
SUB-00272-001,SME-2024-00272,SME-CLOUD-PRO,Cloud Service,2024-09-16,,1689620,12,True
SUB-00273-001,SME-2024-00273,SME-BUNDLE-BIZ,Bundle Business,2020-04-30,2020-11-30,7829741,12,False
SUB-00274-001,SME-2024-00274,SME-BROADBAND-30,Broadband,2019-12-23,,2574889,12,True
SUB-00274-002,SME-2024-00274,SME-BUNDLE-BIZ,Bundle Business,2021-03-23,,7488604,12,True
SUB-00275-001,SME-2024-00275,SME-BROADBAND-50,Broadband,2024-09-21,,1675144,12,True
SUB-00276-001,SME-2024-00276,SME-BROADBAND-50,Broadband,2022-06-18,,1826859,12,True
SUB-00276-002,SME-2024-00276,SME-IOT-STARTER,IoT Package,2023-06-18,,1096498,24,True
SUB-00276-003,SME-2024-00276,SME-UC-BASIC,Unified Communication,2023-06-18,,2684552,12,True
SUB-00277-001,SME-2024-00277,SME-IOT-STARTER,IoT Package,2024-05-18,,928419,24,True
SUB-00278-001,SME-2024-00278,SME-BROADBAND-50,Broadband,2026-06-08,,3944760,24,False
SUB-00279-001,SME-2024-00279,SME-BROADBAND-50,Broadband,2025-11-22,,1854222,12,False
SUB-00280-001,SME-2024-00280,SME-BROADBAND-30,Broadband,2021-11-12,,1510950,12,True
SUB-00281-001,SME-2024-00281,SME-MANAGED-WIFI,Managed WiFi,2023-08-16,,2150425,12,True
SUB-00281-002,SME-2024-00281,SME-DEDICATED-100,Internet Dedicated,2024-06-16,,5583433,12,True
SUB-00282-001,SME-2024-00282,SME-BROADBAND-50,Broadband,2024-05-26,,967943,6,True
SUB-00283-001,SME-2024-00283,SME-DEDICATED-50,Internet Dedicated,2023-05-17,,4209623,12,True
SUB-00283-002,SME-2024-00283,SME-BROADBAND-50,Broadband,2024-07-17,,4104498,24,True
SUB-00283-003,SME-2024-00283,SME-CLOUD-PRO,Cloud Service,2026-02-17,,5826778,6,False
SUB-00284-001,SME-2024-00284,SME-CLOUD-BASIC,Cloud Service,2022-01-12,,2464520,12,True
SUB-00285-001,SME-2024-00285,SME-BROADBAND-30,Broadband,2022-04-05,,1203253,12,True
SUB-00285-002,SME-2024-00285,SME-BUNDLE-BIZ,Bundle Business,2022-11-05,,3818580,6,True
SUB-00286-001,SME-2024-00286,SME-CLOUD-BASIC,Cloud Service,2024-12-02,,1283042,24,True
SUB-00287-001,SME-2024-00287,SME-DEDICATED-50,Internet Dedicated,2020-10-30,,3636057,24,True
SUB-00288-001,SME-2024-00288,SME-CLOUD-BASIC,Cloud Service,2024-11-18,,1969867,24,True
SUB-00289-001,SME-2024-00289,SME-BROADBAND-50,Broadband,2020-04-25,,1571542,12,True
SUB-00290-001,SME-2024-00290,SME-BROADBAND-50,Broadband,2021-12-06,2022-04-06,4060519,12,True
SUB-00291-001,SME-2024-00291,SME-DEDICATED-100,Internet Dedicated,2021-07-10,,5139811,12,True
SUB-00292-001,SME-2024-00292,SME-CLOUD-PRO,Cloud Service,2023-05-17,,2658642,12,True
SUB-00293-001,SME-2024-00293,SME-DEDICATED-100,Internet Dedicated,2020-07-11,,7535531,12,True
SUB-00294-001,SME-2024-00294,SME-CLOUD-PRO,Cloud Service,2022-07-03,,5051791,12,True
SUB-00294-002,SME-2024-00294,SME-BROADBAND-50,Broadband,2025-08-03,,4123919,24,False
SUB-00295-001,SME-2024-00295,SME-BROADBAND-50,Broadband,2020-08-02,,2357485,6,True
SUB-00296-001,SME-2024-00296,SME-IOT-STARTER,IoT Package,2025-09-21,,1177166,12,False
SUB-00297-001,SME-2024-00297,SME-BROADBAND-50,Broadband,2021-04-13,2021-09-13,1837409,6,False
SUB-00297-002,SME-2024-00297,SME-DEDICATED-50,Internet Dedicated,2022-02-13,,1207818,12,True
SUB-00298-001,SME-2024-00298,SME-BROADBAND-50,Broadband,2026-03-26,,2271437,24,False
SUB-00299-001,SME-2024-00299,SME-BROADBAND-50,Broadband,2022-08-16,,1714420,12,True
SUB-00300-001,SME-2024-00300,SME-DEDICATED-50,Internet Dedicated,2023-03-13,,2210473,12,True
SUB-00300-002,SME-2024-00300,SME-MANAGED-WIFI,Managed WiFi,2026-03-13,,789550,12,False
SUB-00300-003,SME-2024-00300,SME-DEDICATED-100,Internet Dedicated,2023-08-13,,5572065,12,True
SUB-00301-001,SME-2024-00301,SME-UC-BASIC,Unified Communication,2024-07-27,,947976,12,True
SUB-00302-001,SME-2024-00302,SME-UC-BASIC,Unified Communication,2022-09-15,,807105,24,True
SUB-00303-001,SME-2024-00303,SME-MANAGED-WIFI,Managed WiFi,2022-03-27,,3122987,12,True
SUB-00304-001,SME-2024-00304,SME-UC-BASIC,Unified Communication,2020-08-01,,2278082,6,True
SUB-00305-001,SME-2024-00305,SME-IOT-STARTER,IoT Package,2020-10-25,2021-01-25,1818082,12,True
SUB-00306-001,SME-2024-00306,SME-DEDICATED-100,Internet Dedicated,2020-05-17,,8051659,12,True
SUB-00306-002,SME-2024-00306,SME-BROADBAND-50,Broadband,2020-12-17,,941301,12,True
SUB-00307-001,SME-2024-00307,SME-IOT-STARTER,IoT Package,2022-06-01,,2103588,24,True
SUB-00307-002,SME-2024-00307,SME-BROADBAND-50,Broadband,2025-08-01,,2408877,12,False
SUB-00308-001,SME-2024-00308,SME-DEDICATED-50,Internet Dedicated,2023-04-22,2024-03-22,2454391,12,True
SUB-00308-002,SME-2024-00308,SME-BROADBAND-30,Broadband,2025-11-22,,1149361,12,False
SUB-00309-001,SME-2024-00309,SME-MANAGED-WIFI,Managed WiFi,2025-07-15,,2311681,12,False
SUB-00310-001,SME-2024-00310,SME-BUNDLE-BIZ,Bundle Business,2020-01-21,,7483824,24,True
SUB-00310-002,SME-2024-00310,SME-UC-BASIC,Unified Communication,2025-12-21,,2891034,12,False
SUB-00310-003,SME-2024-00310,SME-BROADBAND-50,Broadband,2026-02-21,,4170945,6,False
SUB-00311-001,SME-2024-00311,SME-DEDICATED-50,Internet Dedicated,2021-06-06,2021-12-06,3406525,12,True
SUB-00312-001,SME-2024-00312,SME-DEDICATED-50,Internet Dedicated,2025-08-30,,5144343,12,False
SUB-00313-001,SME-2024-00313,SME-BROADBAND-30,Broadband,2024-04-23,,1122301,12,True
SUB-00314-001,SME-2024-00314,SME-MANAGED-WIFI,Managed WiFi,2023-02-24,,3038812,12,True
SUB-00315-001,SME-2024-00315,SME-BROADBAND-50,Broadband,2026-03-11,,2750028,12,False
SUB-00315-002,SME-2024-00315,SME-DEDICATED-50,Internet Dedicated,2022-09-11,2023-09-11,1182508,12,True
SUB-00316-001,SME-2024-00316,SME-DEDICATED-100,Internet Dedicated,2021-12-14,,4487816,12,True
SUB-00316-002,SME-2024-00316,SME-CLOUD-PRO,Cloud Service,2025-08-14,,2333129,12,False
SUB-00317-001,SME-2024-00317,SME-DEDICATED-50,Internet Dedicated,2022-06-22,,2873569,24,True
SUB-00318-001,SME-2024-00318,SME-IOT-STARTER,IoT Package,2026-04-02,,1059225,6,False
SUB-00319-001,SME-2024-00319,SME-IOT-STARTER,IoT Package,2026-01-22,,641412,12,False
SUB-00320-001,SME-2024-00320,SME-BROADBAND-30,Broadband,2025-11-28,,2530168,12,False
SUB-00321-001,SME-2024-00321,SME-BROADBAND-30,Broadband,2020-06-11,,910593,24,True
SUB-00321-002,SME-2024-00321,SME-DEDICATED-100,Internet Dedicated,2020-12-11,,8905532,12,True
SUB-00321-003,SME-2024-00321,SME-CLOUD-BASIC,Cloud Service,2021-03-11,,2610542,6,True
SUB-00322-001,SME-2024-00322,SME-DEDICATED-50,Internet Dedicated,2023-09-17,,1496969,6,True
SUB-00323-001,SME-2024-00323,SME-MANAGED-WIFI,Managed WiFi,2023-04-08,,2096585,24,True
SUB-00324-001,SME-2024-00324,SME-BROADBAND-50,Broadband,2023-10-08,,2725422,12,True
SUB-00325-001,SME-2024-00325,SME-IOT-STARTER,IoT Package,2026-04-03,,1676649,12,False
SUB-00325-002,SME-2024-00325,SME-BROADBAND-30,Broadband,2023-10-03,,1471397,12,True
SUB-00326-001,SME-2024-00326,SME-MANAGED-WIFI,Managed WiFi,2022-09-22,,669600,6,True
SUB-00327-001,SME-2024-00327,SME-IOT-STARTER,IoT Package,2026-03-28,,700598,12,False
SUB-00327-002,SME-2024-00327,SME-CLOUD-PRO,Cloud Service,2020-07-28,,2869102,12,True
SUB-00328-001,SME-2024-00328,SME-BROADBAND-30,Broadband,2026-05-13,,1537799,24,False
SUB-00329-001,SME-2024-00329,SME-UC-BASIC,Unified Communication,2025-11-20,,3536309,12,False
SUB-00329-002,SME-2024-00329,SME-MANAGED-WIFI,Managed WiFi,2022-08-20,,2759579,12,True
SUB-00330-001,SME-2024-00330,SME-BROADBAND-30,Broadband,2021-09-05,,867037,24,True
SUB-00330-002,SME-2024-00330,SME-CLOUD-PRO,Cloud Service,2025-09-05,,4007529,12,False
SUB-00331-001,SME-2024-00331,SME-IOT-STARTER,IoT Package,2020-06-30,,1589248,12,True
SUB-00332-001,SME-2024-00332,SME-BROADBAND-30,Broadband,2022-02-14,,1359228,12,True
SUB-00333-001,SME-2024-00333,SME-BROADBAND-30,Broadband,2020-05-06,,2686063,24,True
SUB-00334-001,SME-2024-00334,SME-CLOUD-BASIC,Cloud Service,2021-01-15,,1465829,12,True
SUB-00335-001,SME-2024-00335,SME-UC-BASIC,Unified Communication,2020-09-21,2021-06-21,2381304,12,True
SUB-00335-002,SME-2024-00335,SME-MANAGED-WIFI,Managed WiFi,2021-08-21,,2149273,24,True
SUB-00336-001,SME-2024-00336,SME-IOT-STARTER,IoT Package,2026-06-15,,873163,12,False
SUB-00336-002,SME-2024-00336,SME-CLOUD-PRO,Cloud Service,2024-07-15,,3736888,24,True
SUB-00337-001,SME-2024-00337,SME-MANAGED-WIFI,Managed WiFi,2021-07-09,2022-03-09,3023014,12,True
SUB-00337-002,SME-2024-00337,SME-IOT-STARTER,IoT Package,2022-05-09,,855771,6,True
SUB-00338-001,SME-2024-00338,SME-DEDICATED-100,Internet Dedicated,2026-01-02,,1952336,6,False
SUB-00339-001,SME-2024-00339,SME-BUNDLE-BIZ,Bundle Business,2019-12-22,,6879510,24,True
SUB-00340-001,SME-2024-00340,SME-MANAGED-WIFI,Managed WiFi,2022-08-01,,922024,24,True
SUB-00340-002,SME-2024-00340,SME-BUNDLE-BIZ,Bundle Business,2023-08-01,,7890014,12,True
SUB-00340-003,SME-2024-00340,SME-DEDICATED-100,Internet Dedicated,2025-05-01,,7313965,24,False
SUB-00341-001,SME-2024-00341,SME-DEDICATED-100,Internet Dedicated,2026-05-23,,4319482,6,False
SUB-00341-002,SME-2024-00341,SME-BROADBAND-50,Broadband,2024-12-23,,1743971,6,True
SUB-00342-001,SME-2024-00342,SME-MANAGED-WIFI,Managed WiFi,2024-09-20,,2553885,24,False
SUB-00343-001,SME-2024-00343,SME-CLOUD-BASIC,Cloud Service,2020-07-13,,2769950,12,True
SUB-00344-001,SME-2024-00344,SME-UC-BASIC,Unified Communication,2026-05-23,,808654,12,False
SUB-00345-001,SME-2024-00345,SME-IOT-STARTER,IoT Package,2022-04-13,,1159321,12,True
SUB-00346-001,SME-2024-00346,SME-UC-BASIC,Unified Communication,2023-04-17,,3573723,12,True
SUB-00347-001,SME-2024-00347,SME-UC-BASIC,Unified Communication,2023-03-25,,2555025,24,True
SUB-00348-001,SME-2024-00348,SME-DEDICATED-100,Internet Dedicated,2022-07-15,,6724175,12,True
SUB-00349-001,SME-2024-00349,SME-DEDICATED-50,Internet Dedicated,2026-04-29,,2200011,12,False
SUB-00350-001,SME-2024-00350,SME-UC-BASIC,Unified Communication,2023-11-25,2024-10-25,3268573,6,False
SUB-00350-002,SME-2024-00350,SME-DEDICATED-50,Internet Dedicated,2025-01-25,,2982938,12,True
SUB-00350-003,SME-2024-00350,SME-BROADBAND-30,Broadband,2024-10-25,,660880,6,True
SUB-00351-001,SME-2024-00351,SME-CLOUD-BASIC,Cloud Service,2025-01-13,,1234429,24,False
SUB-00352-001,SME-2024-00352,SME-DEDICATED-100,Internet Dedicated,2025-09-14,,8039328,12,False
SUB-00353-001,SME-2024-00353,SME-CLOUD-PRO,Cloud Service,2024-01-16,,4050464,12,True
SUB-00354-001,SME-2024-00354,SME-DEDICATED-100,Internet Dedicated,2023-10-27,,6299047,12,True
SUB-00355-001,SME-2024-00355,SME-CLOUD-PRO,Cloud Service,2020-05-23,2021-04-23,3579735,24,True
SUB-00356-001,SME-2024-00356,SME-CLOUD-PRO,Cloud Service,2020-01-09,,5673119,12,True
SUB-00357-001,SME-2024-00357,SME-DEDICATED-50,Internet Dedicated,2021-01-11,,3136313,12,True
SUB-00358-001,SME-2024-00358,SME-BROADBAND-30,Broadband,2021-10-18,2022-01-18,604600,12,True
SUB-00359-001,SME-2024-00359,SME-BROADBAND-30,Broadband,2025-09-17,,1572183,12,False
SUB-00360-001,SME-2024-00360,SME-DEDICATED-100,Internet Dedicated,2024-06-21,,3103959,12,True
SUB-00361-001,SME-2024-00361,SME-DEDICATED-50,Internet Dedicated,2022-01-20,,4244122,12,True
SUB-00362-001,SME-2024-00362,SME-DEDICATED-100,Internet Dedicated,2021-02-03,,7507617,12,True
SUB-00362-002,SME-2024-00362,SME-UC-BASIC,Unified Communication,2021-06-03,,1600471,12,True
SUB-00363-001,SME-2024-00363,SME-DEDICATED-100,Internet Dedicated,2022-09-28,,7553281,6,True
SUB-00363-002,SME-2024-00363,SME-IOT-STARTER,IoT Package,2023-04-28,,1455586,12,True
SUB-00364-001,SME-2024-00364,SME-CLOUD-PRO,Cloud Service,2022-04-18,,1417408,12,True
SUB-00365-001,SME-2024-00365,SME-BUNDLE-BIZ,Bundle Business,2026-02-08,,10821443,6,False
SUB-00366-001,SME-2024-00366,SME-CLOUD-BASIC,Cloud Service,2026-05-05,,2644446,12,False
SUB-00367-001,SME-2024-00367,SME-BROADBAND-50,Broadband,2022-03-05,,1593600,12,True
SUB-00368-001,SME-2024-00368,SME-MANAGED-WIFI,Managed WiFi,2020-03-12,,1864213,12,True
SUB-00368-002,SME-2024-00368,SME-BROADBAND-30,Broadband,2026-05-12,,1897932,12,False
SUB-00369-001,SME-2024-00369,SME-DEDICATED-50,Internet Dedicated,2021-08-26,,4681615,12,True
SUB-00370-001,SME-2024-00370,SME-IOT-STARTER,IoT Package,2026-05-09,,1589777,24,False
SUB-00371-001,SME-2024-00371,SME-BROADBAND-30,Broadband,2025-09-18,,1823260,12,False
