metric_id,customer_id,period_month,bandwidth_utilization_pct,avg_daily_usage_hours,peak_usage_trend,service_downtime_minutes,support_ticket_count,feature_adoption_score
USE-00169-202509,SME-2024-00169,2025-09,83.5,12.0,Stabil,3,2,7
USE-00169-202510,SME-2024-00169,2025-10,84.7,11.5,Stabil,88,2,6
USE-00169-202511,SME-2024-00169,2025-11,82.8,12.3,Fluktuatif,5,3,7
USE-00169-202512,SME-2024-00169,2025-12,81.2,11.7,Fluktuatif,60,2,7
USE-00169-202601,SME-2024-00169,2026-01,82.2,12.0,Fluktuatif,21,0,7
USE-00169-202602,SME-2024-00169,2026-02,84.5,12.8,Stabil,11,1,7
USE-00169-202603,SME-2024-00169,2026-03,87.1,11.6,Stabil,129,1,8
USE-00169-202604,SME-2024-00169,2026-04,86.8,12.0,Stabil,9,0,8
USE-00169-202605,SME-2024-00169,2026-05,83.9,13.2,Stabil,7,3,7
USE-00169-202606,SME-2024-00169,2026-06,82.2,12.5,Stabil,3,1,7
USE-00170-202507,SME-2024-00170,2025-07,66.6,9.8,Stabil,8,2,8
USE-00170-202508,SME-2024-00170,2025-08,64.2,9.6,Stabil,52,3,8
USE-00170-202509,SME-2024-00170,2025-09,66.3,10.5,Stabil,34,0,8
USE-00170-202510,SME-2024-00170,2025-10,66.5,9.1,Fluktuatif,53,3,8
USE-00170-202511,SME-2024-00170,2025-11,67.3,9.7,Fluktuatif,1,2,8
USE-00170-202512,SME-2024-00170,2025-12,64.1,9.2,Stabil,15,1,7
USE-00170-202601,SME-2024-00170,2026-01,67.9,9.0,Stabil,17,3,8
USE-00170-202602,SME-2024-00170,2026-02,65.5,10.4,Stabil,45,1,8
USE-00170-202603,SME-2024-00170,2026-03,64.5,10.1,Stabil,82,3,7
USE-00170-202604,SME-2024-00170,2026-04,68.0,10.1,Stabil,2,1,7
USE-00170-202605,SME-2024-00170,2026-05,67.4,10.2,Fluktuatif,4,1,7
USE-00170-202606,SME-2024-00170,2026-06,67.2,9.8,Stabil,56,1,8
USE-00171-202507,SME-2024-00171,2025-07,77.2,11.5,Stabil,29,1,8
USE-00171-202508,SME-2024-00171,2025-08,75.2,11.9,Stabil,16,4,9
USE-00171-202509,SME-2024-00171,2025-09,75.9,12.0,Stabil,57,1,8
USE-00171-202510,SME-2024-00171,2025-10,78.6,11.0,Stabil,14,1,8
USE-00171-202511,SME-2024-00171,2025-11,76.8,11.1,Stabil,12,1,8
USE-00171-202512,SME-2024-00171,2025-12,76.0,11.4,Fluktuatif,46,0,8
USE-00171-202601,SME-2024-00171,2026-01,75.9,11.2,Fluktuatif,2,2,8
USE-00171-202602,SME-2024-00171,2026-02,79.9,11.1,Stabil,4,2,8
USE-00171-202603,SME-2024-00171,2026-03,79.7,13.1,Stabil,19,0,8
USE-00171-202604,SME-2024-00171,2026-04,77.1,11.4,Stabil,10,1,7
USE-00171-202605,SME-2024-00171,2026-05,79.3,11.2,Stabil,7,3,8
USE-00171-202606,SME-2024-00171,2026-06,75.3,10.1,Fluktuatif,56,1,9
USE-00172-202507,SME-2024-00172,2025-07,92.4,13.6,Stabil,10,1,8
USE-00172-202508,SME-2024-00172,2025-08,95.5,14.1,Stabil,12,1,7
USE-00172-202509,SME-2024-00172,2025-09,91.8,14.0,Fluktuatif,82,0,7
USE-00172-202510,SME-2024-00172,2025-10,92.3,13.6,Fluktuatif,54,4,7
USE-00172-202511,SME-2024-00172,2025-11,90.6,13.3,Stabil,25,1,7
USE-00172-202512,SME-2024-00172,2025-12,91.1,13.1,Stabil,9,1,7
USE-00172-202601,SME-2024-00172,2026-01,90.5,14.1,Stabil,34,2,6
USE-00172-202602,SME-2024-00172,2026-02,88.4,13.5,Fluktuatif,30,2,7
USE-00172-202603,SME-2024-00172,2026-03,89.8,13.1,Stabil,57,1,7
USE-00172-202604,SME-2024-00172,2026-04,92.1,14.3,Stabil,35,0,7
USE-00172-202605,SME-2024-00172,2026-05,89.5,13.0,Stabil,2,1,7
USE-00172-202606,SME-2024-00172,2026-06,89.0,13.4,Stabil,103,0,7
USE-00173-202507,SME-2024-00173,2025-07,82.4,11.7,Fluktuatif,50,2,7
USE-00173-202508,SME-2024-00173,2025-08,82.7,13.1,Stabil,44,2,6
USE-00173-202509,SME-2024-00173,2025-09,82.9,11.8,Stabil,23,0,7
USE-00173-202510,SME-2024-00173,2025-10,81.5,12.4,Stabil,30,1,5
USE-00173-202511,SME-2024-00173,2025-11,79.6,11.8,Stabil,28,2,6
USE-00173-202512,SME-2024-00173,2025-12,83.9,12.6,Fluktuatif,56,0,6
USE-00173-202601,SME-2024-00173,2026-01,81.5,12.1,Fluktuatif,0,2,6
USE-00173-202602,SME-2024-00173,2026-02,81.5,12.3,Stabil,107,1,6
USE-00173-202603,SME-2024-00173,2026-03,77.9,11.7,Stabil,99,1,6
USE-00173-202604,SME-2024-00173,2026-04,81.8,12.9,Stabil,5,3,6
USE-00173-202605,SME-2024-00173,2026-05,77.8,12.3,Fluktuatif,36,3,6
USE-00173-202606,SME-2024-00173,2026-06,77.2,12.0,Fluktuatif,47,4,7
USE-00174-202507,SME-2024-00174,2025-07,60.5,9.4,Stabil,162,1,7
USE-00174-202508,SME-2024-00174,2025-08,60.6,9.6,Stabil,4,3,7
USE-00174-202509,SME-2024-00174,2025-09,61.3,8.3,Stabil,13,1,7
USE-00174-202510,SME-2024-00174,2025-10,57.5,8.1,Stabil,28,1,7
USE-00174-202511,SME-2024-00174,2025-11,61.6,9.8,Fluktuatif,44,1,7
USE-00174-202512,SME-2024-00174,2025-12,61.0,9.9,Stabil,23,3,7
USE-00174-202601,SME-2024-00174,2026-01,56.8,8.2,Stabil,15,3,7
USE-00174-202602,SME-2024-00174,2026-02,60.1,8.7,Stabil,22,2,7
USE-00174-202603,SME-2024-00174,2026-03,60.0,9.5,Stabil,67,1,7
USE-00174-202604,SME-2024-00174,2026-04,58.7,8.2,Stabil,63,0,7
USE-00174-202605,SME-2024-00174,2026-05,62.1,8.1,Stabil,48,1,6
USE-00174-202606,SME-2024-00174,2026-06,57.5,8.7,Stabil,58,1,7
USE-00175-202507,SME-2024-00175,2025-07,60.1,9.1,Fluktuatif,11,1,6
USE-00175-202508,SME-2024-00175,2025-08,55.3,8.1,Stabil,46,1,8
USE-00175-202509,SME-2024-00175,2025-09,59.9,9.5,Fluktuatif,121,2,7
USE-00175-202510,SME-2024-00175,2025-10,54.2,7.1,Stabil,75,2,7
USE-00175-202511,SME-2024-00175,2025-11,56.3,8.1,Fluktuatif,64,0,6
USE-00175-202512,SME-2024-00175,2025-12,53.7,8.3,Fluktuatif,153,1,7
USE-00175-202601,SME-2024-00175,2026-01,55.5,8.5,Fluktuatif,3,1,6
USE-00175-202602,SME-2024-00175,2026-02,57.2,8.9,Stabil,13,2,6
USE-00175-202603,SME-2024-00175,2026-03,55.0,7.7,Stabil,92,0,7
USE-00175-202604,SME-2024-00175,2026-04,52.2,8.0,Fluktuatif,0,0,6
USE-00175-202605,SME-2024-00175,2026-05,49.8,8.1,Fluktuatif,1,2,7
USE-00175-202606,SME-2024-00175,2026-06,50.1,8.1,Stabil,14,0,6
USE-00176-202507,SME-2024-00176,2025-07,43.9,7.6,Fluktuatif,26,2,5
USE-00176-202508,SME-2024-00176,2025-08,42.9,6.9,Stabil,111,0,5
USE-00176-202509,SME-2024-00176,2025-09,41.7,6.5,Stabil,68,1,6
USE-00176-202510,SME-2024-00176,2025-10,44.1,6.0,Fluktuatif,42,1,5
USE-00176-202511,SME-2024-00176,2025-11,43.0,6.4,Stabil,71,1,5
USE-00176-202512,SME-2024-00176,2025-12,41.2,6.1,Stabil,16,3,6
USE-00176-202601,SME-2024-00176,2026-01,41.6,6.4,Stabil,139,1,5
USE-00176-202602,SME-2024-00176,2026-02,46.4,7.4,Stabil,29,0,5
USE-00176-202603,SME-2024-00176,2026-03,46.0,7.3,Fluktuatif,39,3,5
USE-00176-202604,SME-2024-00176,2026-04,41.6,6.0,Stabil,15,0,5
USE-00176-202605,SME-2024-00176,2026-05,46.9,7.3,Fluktuatif,6,3,6
USE-00176-202606,SME-2024-00176,2026-06,43.6,6.4,Fluktuatif,28,2,5
USE-00177-202507,SME-2024-00177,2025-07,83.6,13.4,Stabil,25,0,8
USE-00177-202508,SME-2024-00177,2025-08,85.7,14.0,Stabil,21,0,9
USE-00177-202509,SME-2024-00177,2025-09,84.7,13.3,Stabil,12,0,8
USE-00177-202510,SME-2024-00177,2025-10,79.8,11.8,Stabil,24,2,8
USE-00177-202511,SME-2024-00177,2025-11,89.6,13.3,Stabil,92,0,8
USE-00177-202512,SME-2024-00177,2025-12,85.9,12.3,Stabil,2,1,8
USE-00177-202601,SME-2024-00177,2026-01,81.5,12.8,Fluktuatif,3,3,8
USE-00177-202602,SME-2024-00177,2026-02,84.9,12.6,Stabil,5,0,8
USE-00177-202603,SME-2024-00177,2026-03,82.9,12.7,Stabil,0,1,8
USE-00177-202604,SME-2024-00177,2026-04,85.5,12.4,Fluktuatif,2,3,8
USE-00177-202605,SME-2024-00177,2026-05,85.4,13.1,Stabil,16,0,8
USE-00177-202606,SME-2024-00177,2026-06,81.7,12.1,Stabil,42,2,8
USE-00178-202507,SME-2024-00178,2025-07,67.4,9.6,Fluktuatif,24,0,8
USE-00178-202508,SME-2024-00178,2025-08,65.3,10.4,Stabil,40,0,9
USE-00178-202509,SME-2024-00178,2025-09,66.7,10.1,Stabil,23,5,9
USE-00178-202510,SME-2024-00178,2025-10,68.7,10.7,Stabil,80,0,9
USE-00178-202511,SME-2024-00178,2025-11,66.4,10.0,Stabil,1,1,9
USE-00178-202512,SME-2024-00178,2025-12,65.8,9.7,Stabil,53,2,8
USE-00178-202601,SME-2024-00178,2026-01,66.0,9.5,Stabil,34,3,8
USE-00178-202602,SME-2024-00178,2026-02,65.2,9.8,Fluktuatif,22,0,8
USE-00178-202603,SME-2024-00178,2026-03,63.5,9.4,Stabil,18,4,9
USE-00178-202604,SME-2024-00178,2026-04,66.9,9.7,Stabil,64,0,9
USE-00178-202605,SME-2024-00178,2026-05,64.2,9.4,Fluktuatif,15,0,9
USE-00178-202606,SME-2024-00178,2026-06,63.0,9.5,Fluktuatif,76,0,9
USE-00179-202507,SME-2024-00179,2025-07,66.9,9.8,Stabil,23,0,6
USE-00179-202508,SME-2024-00179,2025-08,66.5,10.1,Fluktuatif,9,2,7
USE-00179-202509,SME-2024-00179,2025-09,68.5,10.5,Stabil,12,1,6
USE-00179-202510,SME-2024-00179,2025-10,67.0,9.9,Fluktuatif,37,2,6
USE-00179-202511,SME-2024-00179,2025-11,68.6,10.4,Fluktuatif,27,5,6
USE-00179-202512,SME-2024-00179,2025-12,61.5,8.6,Stabil,8,3,6
USE-00179-202601,SME-2024-00179,2026-01,64.7,10.3,Fluktuatif,8,3,6
USE-00179-202602,SME-2024-00179,2026-02,65.2,10.8,Stabil,52,2,6
USE-00179-202603,SME-2024-00179,2026-03,63.3,9.9,Stabil,14,2,6
USE-00179-202604,SME-2024-00179,2026-04,61.5,8.8,Fluktuatif,17,2,6
USE-00179-202605,SME-2024-00179,2026-05,63.3,9.6,Fluktuatif,8,1,6
USE-00179-202606,SME-2024-00179,2026-06,63.2,8.8,Stabil,15,2,6
USE-00180-202507,SME-2024-00180,2025-07,51.3,8.2,Turun,8,0,7
USE-00180-202508,SME-2024-00180,2025-08,50.1,7.2,Turun,26,0,7
USE-00180-202509,SME-2024-00180,2025-09,50.2,7.1,Turun,12,2,7
USE-00180-202510,SME-2024-00180,2025-10,43.9,7.0,Turun,18,1,7
USE-00180-202511,SME-2024-00180,2025-11,46.9,7.3,Turun,62,1,8
USE-00180-202512,SME-2024-00180,2025-12,41.2,5.9,Turun,29,0,8
USE-00180-202601,SME-2024-00180,2026-01,41.7,6.1,Turun,136,0,7
USE-00180-202602,SME-2024-00180,2026-02,40.7,6.3,Turun,13,2,7
USE-00180-202603,SME-2024-00180,2026-03,42.8,6.9,Turun,3,2,7
USE-00180-202604,SME-2024-00180,2026-04,38.5,6.0,Turun,23,1,7
USE-00180-202605,SME-2024-00180,2026-05,34.2,5.3,Turun,4,1,7
USE-00180-202606,SME-2024-00180,2026-06,33.0,4.9,Turun,2,0,7
USE-00181-202507,SME-2024-00181,2025-07,86.6,12.6,Fluktuatif,33,0,9
USE-00181-202508,SME-2024-00181,2025-08,87.4,13.3,Stabil,4,2,8
USE-00181-202509,SME-2024-00181,2025-09,87.5,13.4,Stabil,45,4,9
USE-00181-202510,SME-2024-00181,2025-10,90.3,13.8,Fluktuatif,7,3,8
USE-00181-202511,SME-2024-00181,2025-11,85.0,13.3,Fluktuatif,40,0,8
USE-00181-202512,SME-2024-00181,2025-12,89.5,13.8,Stabil,72,2,9
USE-00181-202601,SME-2024-00181,2026-01,87.2,14.2,Stabil,7,0,8
USE-00181-202602,SME-2024-00181,2026-02,91.2,13.4,Fluktuatif,0,1,8
USE-00181-202603,SME-2024-00181,2026-03,84.7,12.4,Fluktuatif,47,0,8
USE-00181-202604,SME-2024-00181,2026-04,85.9,13.5,Fluktuatif,195,0,9
USE-00181-202605,SME-2024-00181,2026-05,90.7,13.5,Fluktuatif,7,0,8
USE-00181-202606,SME-2024-00181,2026-06,87.6,13.3,Fluktuatif,15,0,9
USE-00182-202507,SME-2024-00182,2025-07,71.9,9.7,Fluktuatif,19,1,9
USE-00182-202508,SME-2024-00182,2025-08,76.7,11.8,Stabil,24,0,9
USE-00182-202509,SME-2024-00182,2025-09,72.2,11.4,Stabil,25,3,8
USE-00182-202510,SME-2024-00182,2025-10,71.6,10.3,Stabil,0,1,9
USE-00182-202511,SME-2024-00182,2025-11,73.8,11.1,Stabil,21,4,9
USE-00182-202512,SME-2024-00182,2025-12,70.5,10.2,Fluktuatif,28,0,9
USE-00182-202601,SME-2024-00182,2026-01,71.8,11.3,Stabil,7,0,9
USE-00182-202602,SME-2024-00182,2026-02,73.9,10.8,Stabil,0,1,9
USE-00182-202603,SME-2024-00182,2026-03,68.9,10.5,Stabil,46,1,10
USE-00182-202604,SME-2024-00182,2026-04,71.7,11.6,Fluktuatif,41,0,9
USE-00182-202605,SME-2024-00182,2026-05,71.3,11.3,Stabil,73,3,10
USE-00182-202606,SME-2024-00182,2026-06,69.9,9.3,Stabil,11,1,9
USE-00183-202507,SME-2024-00183,2025-07,74.8,11.3,Fluktuatif,15,1,10
USE-00183-202508,SME-2024-00183,2025-08,77.1,11.5,Stabil,98,1,9
USE-00183-202509,SME-2024-00183,2025-09,77.4,11.9,Stabil,13,0,9
USE-00183-202510,SME-2024-00183,2025-10,76.6,11.5,Stabil,4,0,10
USE-00183-202511,SME-2024-00183,2025-11,78.5,12.1,Fluktuatif,7,2,9
USE-00183-202512,SME-2024-00183,2025-12,77.7,11.1,Fluktuatif,8,1,9
USE-00183-202601,SME-2024-00183,2026-01,80.9,11.9,Stabil,25,0,9
USE-00183-202602,SME-2024-00183,2026-02,79.4,11.3,Stabil,54,1,9
USE-00183-202603,SME-2024-00183,2026-03,81.1,12.3,Stabil,11,1,9
USE-00183-202604,SME-2024-00183,2026-04,79.0,11.3,Stabil,22,2,10
USE-00183-202605,SME-2024-00183,2026-05,81.4,12.6,Fluktuatif,80,2,9
USE-00183-202606,SME-2024-00183,2026-06,78.9,12.0,Stabil,29,4,9
USE-00184-202507,SME-2024-00184,2025-07,83.6,12.9,Stabil,24,0,7
USE-00184-202508,SME-2024-00184,2025-08,85.3,12.9,Stabil,15,1,6
USE-00184-202509,SME-2024-00184,2025-09,82.1,12.8,Stabil,20,0,7
USE-00184-202510,SME-2024-00184,2025-10,83.5,12.7,Stabil,19,0,7
USE-00184-202511,SME-2024-00184,2025-11,86.6,13.1,Fluktuatif,1,1,7
USE-00184-202512,SME-2024-00184,2025-12,84.0,12.3,Stabil,49,3,6
USE-00184-202601,SME-2024-00184,2026-01,84.3,11.9,Fluktuatif,17,0,7
USE-00184-202602,SME-2024-00184,2026-02,86.0,13.0,Stabil,3,1,7
USE-00184-202603,SME-2024-00184,2026-03,80.9,12.9,Fluktuatif,12,0,7
USE-00184-202604,SME-2024-00184,2026-04,86.6,13.6,Fluktuatif,2,1,7
USE-00184-202605,SME-2024-00184,2026-05,85.0,13.1,Fluktuatif,50,0,7
USE-00184-202606,SME-2024-00184,2026-06,85.9,12.9,Stabil,13,2,8
USE-00185-202507,SME-2024-00185,2025-07,89.0,13.5,Fluktuatif,80,1,6
USE-00185-202508,SME-2024-00185,2025-08,86.1,12.5,Fluktuatif,107,1,7
USE-00185-202509,SME-2024-00185,2025-09,86.6,12.9,Fluktuatif,35,1,7
USE-00185-202510,SME-2024-00185,2025-10,85.6,13.6,Stabil,2,0,7
USE-00185-202511,SME-2024-00185,2025-11,89.8,14.3,Stabil,18,1,7
USE-00185-202512,SME-2024-00185,2025-12,88.1,13.9,Fluktuatif,11,3,7
USE-00185-202601,SME-2024-00185,2026-01,87.1,13.1,Fluktuatif,10,3,7
USE-00185-202602,SME-2024-00185,2026-02,90.6,13.4,Stabil,47,0,7
USE-00185-202603,SME-2024-00185,2026-03,89.7,13.4,Stabil,11,0,6
USE-00185-202604,SME-2024-00185,2026-04,88.0,12.9,Fluktuatif,4,0,7
USE-00185-202605,SME-2024-00185,2026-05,88.6,13.6,Stabil,0,2,7
USE-00185-202606,SME-2024-00185,2026-06,85.8,12.8,Stabil,0,2,7
USE-00186-202507,SME-2024-00186,2025-07,59.4,8.6,Turun,9,1,8
USE-00186-202508,SME-2024-00186,2025-08,55.5,8.5,Turun,17,2,8
USE-00186-202509,SME-2024-00186,2025-09,53.1,8.5,Turun,5,1,8
USE-00186-202510,SME-2024-00186,2025-10,52.2,8.5,Turun,39,0,8
USE-00186-202511,SME-2024-00186,2025-11,53.9,8.3,Turun,10,0,8
USE-00186-202512,SME-2024-00186,2025-12,50.0,7.4,Turun,27,1,9
USE-00186-202601,SME-2024-00186,2026-01,48.8,7.2,Turun,49,1,8
USE-00186-202602,SME-2024-00186,2026-02,51.6,7.4,Turun,14,2,8
USE-00186-202603,SME-2024-00186,2026-03,49.1,7.5,Turun,5,0,8
USE-00186-202604,SME-2024-00186,2026-04,46.9,7.3,Turun,6,2,8
USE-00186-202605,SME-2024-00186,2026-05,46.9,6.3,Turun,31,2,8
USE-00186-202606,SME-2024-00186,2026-06,48.0,6.7,Turun,57,2,8
USE-00187-202507,SME-2024-00187,2025-07,79.9,11.8,Fluktuatif,7,2,7
USE-00187-202508,SME-2024-00187,2025-08,81.6,12.0,Stabil,1,1,8
USE-00187-202509,SME-2024-00187,2025-09,83.5,12.8,Stabil,17,0,7
USE-00187-202510,SME-2024-00187,2025-10,82.7,12.1,Stabil,91,2,6
USE-00187-202511,SME-2024-00187,2025-11,85.2,12.2,Stabil,39,1,7
USE-00187-202512,SME-2024-00187,2025-12,77.9,12.2,Stabil,20,1,8
USE-00187-202601,SME-2024-00187,2026-01,82.3,12.9,Stabil,36,0,7
USE-00187-202602,SME-2024-00187,2026-02,85.0,12.7,Stabil,47,1,7
USE-00187-202603,SME-2024-00187,2026-03,84.4,12.8,Stabil,35,1,7
USE-00187-202604,SME-2024-00187,2026-04,81.7,12.6,Stabil,13,2,7
USE-00187-202605,SME-2024-00187,2026-05,84.6,12.8,Fluktuatif,26,0,6
USE-00187-202606,SME-2024-00187,2026-06,84.6,12.2,Stabil,22,0,7
USE-00188-202507,SME-2024-00188,2025-07,83.4,12.4,Stabil,4,2,7
USE-00188-202508,SME-2024-00188,2025-08,83.0,12.3,Stabil,21,2,8
USE-00188-202509,SME-2024-00188,2025-09,82.8,13.0,Fluktuatif,29,2,7
USE-00188-202510,SME-2024-00188,2025-10,79.1,11.2,Fluktuatif,13,1,8
USE-00188-202511,SME-2024-00188,2025-11,83.8,11.4,Stabil,1,1,8
USE-00188-202512,SME-2024-00188,2025-12,82.9,12.5,Stabil,107,3,7
USE-00188-202601,SME-2024-00188,2026-01,85.6,12.2,Fluktuatif,31,0,7
USE-00188-202602,SME-2024-00188,2026-02,85.5,12.7,Fluktuatif,105,1,8
USE-00188-202603,SME-2024-00188,2026-03,88.7,12.8,Stabil,51,0,7
USE-00188-202604,SME-2024-00188,2026-04,85.7,12.8,Stabil,3,0,7
USE-00188-202605,SME-2024-00188,2026-05,87.5,13.4,Stabil,19,1,8
USE-00188-202606,SME-2024-00188,2026-06,86.1,12.8,Fluktuatif,17,0,7
USE-00189-202507,SME-2024-00189,2025-07,67.7,10.8,Stabil,12,1,8
USE-00189-202508,SME-2024-00189,2025-08,64.2,9.2,Stabil,0,0,7
USE-00189-202509,SME-2024-00189,2025-09,70.2,11.0,Stabil,28,1,8
USE-00189-202510,SME-2024-00189,2025-10,68.0,10.2,Stabil,76,1,8
USE-00189-202511,SME-2024-00189,2025-11,68.1,10.8,Fluktuatif,53,3,8
USE-00189-202512,SME-2024-00189,2025-12,65.5,10.2,Stabil,107,0,8
USE-00189-202601,SME-2024-00189,2026-01,69.2,10.3,Stabil,32,1,8
USE-00189-202602,SME-2024-00189,2026-02,68.4,11.0,Stabil,32,1,8
USE-00189-202603,SME-2024-00189,2026-03,69.4,10.4,Fluktuatif,6,2,8
USE-00189-202604,SME-2024-00189,2026-04,68.2,9.6,Fluktuatif,27,0,8
USE-00189-202605,SME-2024-00189,2026-05,68.8,10.8,Stabil,4,2,8
USE-00189-202606,SME-2024-00189,2026-06,72.8,9.6,Stabil,13,1,8
USE-00190-202507,SME-2024-00190,2025-07,69.4,9.9,Fluktuatif,11,3,8
USE-00190-202508,SME-2024-00190,2025-08,67.8,10.4,Fluktuatif,54,1,7
USE-00190-202509,SME-2024-00190,2025-09,67.2,10.1,Stabil,6,0,7
USE-00190-202510,SME-2024-00190,2025-10,67.4,9.8,Stabil,13,1,7
USE-00190-202511,SME-2024-00190,2025-11,63.2,10.2,Stabil,40,0,7
USE-00190-202512,SME-2024-00190,2025-12,66.6,9.3,Stabil,49,0,7
USE-00190-202601,SME-2024-00190,2026-01,62.0,9.2,Stabil,36,1,7
USE-00190-202602,SME-2024-00190,2026-02,63.2,10.3,Stabil,55,3,7
USE-00190-202603,SME-2024-00190,2026-03,67.4,9.7,Fluktuatif,6,1,7
USE-00190-202604,SME-2024-00190,2026-04,62.0,9.8,Stabil,59,0,7
USE-00190-202605,SME-2024-00190,2026-05,59.7,9.3,Fluktuatif,37,2,7
USE-00190-202606,SME-2024-00190,2026-06,63.7,10.4,Stabil,18,0,6
USE-00191-202507,SME-2024-00191,2025-07,83.2,12.7,Fluktuatif,7,2,8
USE-00191-202508,SME-2024-00191,2025-08,79.2,11.9,Stabil,123,0,8
USE-00191-202509,SME-2024-00191,2025-09,80.6,11.9,Stabil,4,3,8
USE-00191-202510,SME-2024-00191,2025-10,85.0,12.8,Stabil,26,2,9
USE-00191-202511,SME-2024-00191,2025-11,81.3,12.5,Stabil,19,2,9
USE-00191-202512,SME-2024-00191,2025-12,84.4,13.6,Stabil,5,1,8
USE-00191-202601,SME-2024-00191,2026-01,81.0,12.4,Stabil,33,2,8
USE-00191-202602,SME-2024-00191,2026-02,87.0,13.3,Stabil,4,4,8
USE-00191-202603,SME-2024-00191,2026-03,82.6,12.6,Stabil,22,1,8
USE-00191-202604,SME-2024-00191,2026-04,88.8,13.7,Stabil,4,1,8
USE-00191-202605,SME-2024-00191,2026-05,84.8,12.7,Stabil,8,2,8
USE-00191-202606,SME-2024-00191,2026-06,86.4,13.1,Fluktuatif,53,2,8
USE-00192-202507,SME-2024-00192,2025-07,71.3,10.6,Fluktuatif,46,2,8
USE-00192-202508,SME-2024-00192,2025-08,67.2,9.8,Stabil,45,3,8
USE-00192-202509,SME-2024-00192,2025-09,71.2,10.8,Stabil,24,2,8
USE-00192-202510,SME-2024-00192,2025-10,70.2,10.6,Stabil,56,2,8
USE-00192-202511,SME-2024-00192,2025-11,71.5,11.2,Stabil,18,1,7
USE-00192-202512,SME-2024-00192,2025-12,69.2,10.8,Stabil,4,1,7
USE-00192-202601,SME-2024-00192,2026-01,71.5,10.6,Stabil,99,2,8
USE-00192-202602,SME-2024-00192,2026-02,73.0,11.2,Stabil,3,0,8
USE-00192-202603,SME-2024-00192,2026-03,72.8,11.1,Fluktuatif,32,1,7
USE-00192-202604,SME-2024-00192,2026-04,69.8,11.4,Stabil,10,2,8
USE-00192-202605,SME-2024-00192,2026-05,72.1,11.0,Fluktuatif,94,3,8
USE-00192-202606,SME-2024-00192,2026-06,70.4,10.9,Stabil,19,0,8
USE-00193-202507,SME-2024-00193,2025-07,82.6,11.9,Stabil,6,2,7
USE-00193-202508,SME-2024-00193,2025-08,80.3,11.8,Fluktuatif,28,1,8
USE-00193-202509,SME-2024-00193,2025-09,81.2,13.5,Fluktuatif,81,2,7
USE-00193-202510,SME-2024-00193,2025-10,80.9,12.6,Stabil,60,2,7
USE-00193-202511,SME-2024-00193,2025-11,84.8,12.5,Stabil,61,0,7
USE-00193-202512,SME-2024-00193,2025-12,84.2,12.0,Stabil,19,3,8
USE-00193-202601,SME-2024-00193,2026-01,81.9,11.7,Stabil,22,3,8
USE-00193-202602,SME-2024-00193,2026-02,89.4,13.1,Stabil,41,0,8
USE-00193-202603,SME-2024-00193,2026-03,86.3,13.6,Stabil,32,1,7
USE-00193-202604,SME-2024-00193,2026-04,84.8,12.5,Stabil,49,1,8
USE-00193-202605,SME-2024-00193,2026-05,89.8,13.0,Stabil,122,3,8
USE-00193-202606,SME-2024-00193,2026-06,86.0,13.5,Fluktuatif,100,0,7
USE-00194-202507,SME-2024-00194,2025-07,87.7,13.1,Stabil,9,3,6
USE-00194-202508,SME-2024-00194,2025-08,84.8,12.2,Stabil,25,2,6
USE-00194-202509,SME-2024-00194,2025-09,84.0,13.8,Stabil,5,2,6
USE-00194-202510,SME-2024-00194,2025-10,84.4,13.3,Stabil,15,2,6
USE-00194-202511,SME-2024-00194,2025-11,86.8,12.1,Stabil,7,1,6
USE-00194-202512,SME-2024-00194,2025-12,89.2,13.4,Stabil,3,1,6
USE-00194-202601,SME-2024-00194,2026-01,87.2,13.7,Fluktuatif,38,0,6
USE-00194-202602,SME-2024-00194,2026-02,84.5,12.3,Stabil,152,1,6
USE-00194-202603,SME-2024-00194,2026-03,87.8,14.0,Stabil,42,2,6
USE-00194-202604,SME-2024-00194,2026-04,87.3,13.3,Stabil,42,3,6
USE-00194-202605,SME-2024-00194,2026-05,84.3,12.6,Stabil,45,0,7
USE-00194-202606,SME-2024-00194,2026-06,88.7,13.4,Fluktuatif,15,1,7
USE-00195-202507,SME-2024-00195,2025-07,77.3,11.5,Stabil,9,1,8
USE-00195-202508,SME-2024-00195,2025-08,78.4,11.5,Fluktuatif,41,2,8
USE-00195-202509,SME-2024-00195,2025-09,76.2,12.0,Stabil,6,1,8
USE-00195-202510,SME-2024-00195,2025-10,79.7,11.8,Stabil,123,0,9
USE-00195-202511,SME-2024-00195,2025-11,76.5,11.5,Stabil,16,1,8
USE-00195-202512,SME-2024-00195,2025-12,81.6,12.3,Stabil,0,1,8
USE-00195-202601,SME-2024-00195,2026-01,79.3,13.4,Stabil,48,1,8
USE-00195-202602,SME-2024-00195,2026-02,78.7,10.9,Stabil,167,0,8
USE-00195-202603,SME-2024-00195,2026-03,80.0,11.9,Fluktuatif,20,0,9
USE-00195-202604,SME-2024-00195,2026-04,79.2,11.7,Fluktuatif,0,1,8
USE-00195-202605,SME-2024-00195,2026-05,77.8,11.3,Stabil,1,1,8
USE-00195-202606,SME-2024-00195,2026-06,80.0,11.7,Stabil,10,2,8
USE-00196-202507,SME-2024-00196,2025-07,72.8,10.9,Stabil,10,2,8
USE-00196-202508,SME-2024-00196,2025-08,74.9,11.3,Stabil,4,1,9
USE-00196-202509,SME-2024-00196,2025-09,68.1,10.4,Stabil,90,1,8
