payment_id,customer_id,invoice_period,invoice_amount,payment_date,due_date,days_overdue,payment_method,partial_payment_flag
PAY-00243-202509,SME-2024-00243,2025-09,2857419,2025-09-16,2025-09-15,1,Cash,False
PAY-00243-202510,SME-2024-00243,2025-10,2941262,2025-10-16,2025-10-15,1,Auto-debit,False
PAY-00243-202511,SME-2024-00243,2025-11,12132005,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00243-202512,SME-2024-00243,2025-12,12283039,2025-12-16,2025-12-15,1,Bank Transfer,False
PAY-00243-202601,SME-2024-00243,2026-01,11927850,2026-01-15,2026-01-15,0,Bank Transfer,False
PAY-00243-202602,SME-2024-00243,2026-02,12421827,2026-02-15,2026-02-15,0,Virtual Account,False
PAY-00243-202603,SME-2024-00243,2026-03,12338447,2026-03-17,2026-03-15,2,Bank Transfer,False
PAY-00243-202604,SME-2024-00243,2026-04,12020167,2026-04-15,2026-04-15,0,Bank Transfer,False
PAY-00243-202605,SME-2024-00243,2026-05,12653669,2026-05-15,2026-05-15,0,Auto-debit,False
PAY-00243-202606,SME-2024-00243,2026-06,12371822,2026-06-15,2026-06-15,0,Bank Transfer,False
PAY-00244-202507,SME-2024-00244,2025-07,3563800,2025-07-15,2025-07-15,0,Bank Transfer,False
PAY-00244-202508,SME-2024-00244,2025-08,3537484,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00244-202509,SME-2024-00244,2025-09,3425332,2025-09-15,2025-09-15,0,Bank Transfer,False
PAY-00244-202510,SME-2024-00244,2025-10,3439385,2025-10-15,2025-10-15,0,Virtual Account,False
PAY-00244-202511,SME-2024-00244,2025-11,3551700,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00244-202512,SME-2024-00244,2025-12,3577383,2025-12-16,2025-12-15,1,Bank Transfer,False
PAY-00244-202601,SME-2024-00244,2026-01,3538592,2026-01-17,2026-01-15,2,Virtual Account,False
PAY-00244-202602,SME-2024-00244,2026-02,3525569,2026-02-15,2026-02-15,0,Bank Transfer,False
PAY-00244-202603,SME-2024-00244,2026-03,3449129,2026-03-16,2026-03-15,1,Cash,False
PAY-00244-202604,SME-2024-00244,2026-04,3456775,2026-04-15,2026-04-15,0,Bank Transfer,False
PAY-00244-202605,SME-2024-00244,2026-05,3516862,2026-05-16,2026-05-15,1,Cash,False
PAY-00244-202606,SME-2024-00244,2026-06,3485125,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00245-202604,SME-2024-00245,2026-04,2130933,2026-04-15,2026-04-15,0,Bank Transfer,False
PAY-00245-202605,SME-2024-00245,2026-05,2162244,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00245-202606,SME-2024-00245,2026-06,2203549,2026-06-16,2026-06-15,1,Bank Transfer,False
PAY-00246-202507,SME-2024-00246,2025-07,12535857,2025-07-15,2025-07-15,0,Bank Transfer,False
PAY-00246-202508,SME-2024-00246,2025-08,12184201,2025-08-15,2025-08-15,0,Auto-debit,False
PAY-00246-202509,SME-2024-00246,2025-09,12540672,2025-09-15,2025-09-15,0,Auto-debit,False
PAY-00246-202510,SME-2024-00246,2025-10,12594411,2025-10-15,2025-10-15,0,Virtual Account,False
PAY-00246-202511,SME-2024-00246,2025-11,12018580,2025-11-17,2025-11-15,2,Virtual Account,False
PAY-00246-202512,SME-2024-00246,2025-12,11957447,2025-12-17,2025-12-15,2,Virtual Account,False
PAY-00246-202601,SME-2024-00246,2026-01,12201743,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00246-202602,SME-2024-00246,2026-02,12509421,2026-02-17,2026-02-15,2,Virtual Account,False
PAY-00246-202603,SME-2024-00246,2026-03,12447635,2026-03-16,2026-03-15,1,Auto-debit,False
PAY-00246-202604,SME-2024-00246,2026-04,12164932,2026-04-18,2026-04-15,3,Bank Transfer,False
PAY-00246-202605,SME-2024-00246,2026-05,12166240,2026-05-17,2026-05-15,2,Bank Transfer,False
PAY-00246-202606,SME-2024-00246,2026-06,12529009,2026-06-18,2026-06-15,3,Bank Transfer,False
PAY-00247-202507,SME-2024-00247,2025-07,2282522,2025-07-16,2025-07-15,1,Virtual Account,False
PAY-00247-202508,SME-2024-00247,2025-08,2220643,2025-08-15,2025-08-15,0,Cash,False
PAY-00247-202509,SME-2024-00247,2025-09,2299732,2025-09-15,2025-09-15,0,Bank Transfer,False
PAY-00247-202510,SME-2024-00247,2025-10,2188531,2025-10-16,2025-10-15,1,Virtual Account,False
PAY-00247-202511,SME-2024-00247,2025-11,2189319,2025-11-16,2025-11-15,1,Auto-debit,False
PAY-00247-202512,SME-2024-00247,2025-12,2207008,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00247-202601,SME-2024-00247,2026-01,2245114,2026-01-15,2026-01-15,0,Cash,False
PAY-00247-202602,SME-2024-00247,2026-02,2256114,2026-02-15,2026-02-15,0,Auto-debit,False
PAY-00247-202603,SME-2024-00247,2026-03,2254367,2026-03-15,2026-03-15,0,Auto-debit,False
PAY-00247-202604,SME-2024-00247,2026-04,2305427,2026-04-15,2026-04-15,0,Auto-debit,False
PAY-00247-202605,SME-2024-00247,2026-05,2296306,2026-05-17,2026-05-15,2,Bank Transfer,False
PAY-00247-202606,SME-2024-00247,2026-06,2231055,2026-06-15,2026-06-15,0,Bank Transfer,False
PAY-00248-202507,SME-2024-00248,2025-07,662097,2025-07-15,2025-07-15,0,Cash,False
PAY-00248-202508,SME-2024-00248,2025-08,668256,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00248-202509,SME-2024-00248,2025-09,665208,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00248-202510,SME-2024-00248,2025-10,697172,2025-10-17,2025-10-15,2,Virtual Account,False
PAY-00248-202511,SME-2024-00248,2025-11,680626,2025-11-15,2025-11-15,0,Auto-debit,False
PAY-00248-202512,SME-2024-00248,2025-12,669847,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00248-202601,SME-2024-00248,2026-01,686305,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00248-202602,SME-2024-00248,2026-02,687394,2026-02-16,2026-02-15,1,Virtual Account,False
PAY-00248-202603,SME-2024-00248,2026-03,681929,2026-03-16,2026-03-15,1,Auto-debit,False
PAY-00248-202604,SME-2024-00248,2026-04,682211,2026-04-16,2026-04-15,1,Auto-debit,False
PAY-00248-202605,SME-2024-00248,2026-05,666065,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00248-202606,SME-2024-00248,2026-06,676540,2026-06-15,2026-06-15,0,Virtual Account,False
PAY-00249-202512,SME-2024-00249,2025-12,2388891,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00249-202601,SME-2024-00249,2026-01,2334892,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00249-202602,SME-2024-00249,2026-02,2339609,2026-02-17,2026-02-15,2,Virtual Account,False
PAY-00249-202603,SME-2024-00249,2026-03,2388854,2026-03-16,2026-03-15,1,Virtual Account,False
PAY-00249-202604,SME-2024-00249,2026-04,2391327,2026-04-16,2026-04-15,1,Bank Transfer,False
PAY-00249-202605,SME-2024-00249,2026-05,2371560,2026-05-15,2026-05-15,0,Bank Transfer,False
PAY-00249-202606,SME-2024-00249,2026-06,2311346,2026-06-15,2026-06-15,0,Auto-debit,False
PAY-00250-202507,SME-2024-00250,2025-07,7431764,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00250-202508,SME-2024-00250,2025-08,7528958,2025-08-17,2025-08-15,2,Bank Transfer,False
PAY-00250-202509,SME-2024-00250,2025-09,7855426,2025-09-15,2025-09-15,0,Bank Transfer,False
PAY-00250-202510,SME-2024-00250,2025-10,7737771,2025-10-15,2025-10-15,0,Virtual Account,False
PAY-00250-202511,SME-2024-00250,2025-11,7668984,2025-11-16,2025-11-15,1,Bank Transfer,False
PAY-00250-202512,SME-2024-00250,2025-12,7807757,2025-12-16,2025-12-15,1,Bank Transfer,False
PAY-00250-202601,SME-2024-00250,2026-01,7639544,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00250-202602,SME-2024-00250,2026-02,7799336,2026-02-15,2026-02-15,0,Bank Transfer,False
PAY-00250-202603,SME-2024-00250,2026-03,7626380,2026-03-15,2026-03-15,0,Auto-debit,False
PAY-00250-202604,SME-2024-00250,2026-04,7777213,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00250-202605,SME-2024-00250,2026-05,7431833,2026-05-15,2026-05-15,0,Bank Transfer,False
PAY-00250-202606,SME-2024-00250,2026-06,7575263,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00251-202507,SME-2024-00251,2025-07,9336954,2025-07-15,2025-07-15,0,Auto-debit,False
PAY-00251-202508,SME-2024-00251,2025-08,9189794,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00251-202509,SME-2024-00251,2025-09,9268492,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00251-202510,SME-2024-00251,2025-10,9513860,2025-10-15,2025-10-15,0,Auto-debit,False
PAY-00251-202511,SME-2024-00251,2025-11,9395482,2025-11-16,2025-11-15,1,Cash,False
PAY-00251-202512,SME-2024-00251,2025-12,9118415,2025-12-15,2025-12-15,0,Cash,False
PAY-00251-202601,SME-2024-00251,2026-01,9142951,2026-01-17,2026-01-15,2,Virtual Account,False
PAY-00251-202602,SME-2024-00251,2026-02,9521394,2026-02-15,2026-02-15,0,Bank Transfer,False
PAY-00251-202603,SME-2024-00251,2026-03,9486400,2026-03-16,2026-03-15,1,Bank Transfer,False
PAY-00251-202604,SME-2024-00251,2026-04,9121340,2026-04-16,2026-04-15,1,Auto-debit,False
PAY-00251-202605,SME-2024-00251,2026-05,9536276,2026-05-18,2026-05-15,3,Virtual Account,False
PAY-00251-202606,SME-2024-00251,2026-06,9401908,2026-06-15,2026-06-15,0,Auto-debit,False
PAY-00252-202512,SME-2024-00252,2025-12,3515479,2025-12-17,2025-12-15,2,Auto-debit,False
PAY-00252-202601,SME-2024-00252,2026-01,3438368,2026-01-15,2026-01-15,0,Auto-debit,False
PAY-00252-202602,SME-2024-00252,2026-02,3375371,2026-02-18,2026-02-15,3,Virtual Account,False
PAY-00252-202603,SME-2024-00252,2026-03,3374643,2026-03-17,2026-03-15,2,Bank Transfer,False
PAY-00252-202604,SME-2024-00252,2026-04,3455161,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00252-202605,SME-2024-00252,2026-05,3444676,2026-05-15,2026-05-15,0,Bank Transfer,False
PAY-00252-202606,SME-2024-00252,2026-06,3373812,2026-06-16,2026-06-15,1,Bank Transfer,False
PAY-00253-202507,SME-2024-00253,2025-07,613993,2025-07-15,2025-07-15,0,Auto-debit,False
PAY-00253-202508,SME-2024-00253,2025-08,635205,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00253-202509,SME-2024-00253,2025-09,628708,2025-09-17,2025-09-15,2,Auto-debit,False
PAY-00253-202510,SME-2024-00253,2025-10,602870,2025-10-16,2025-10-15,1,Cash,False
PAY-00253-202511,SME-2024-00253,2025-11,614247,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00253-202512,SME-2024-00253,2025-12,627750,2025-12-15,2025-12-15,0,Bank Transfer,False
PAY-00253-202601,SME-2024-00253,2026-01,626023,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00253-202602,SME-2024-00253,2026-02,1716503,2026-02-17,2026-02-15,2,Bank Transfer,False
PAY-00253-202603,SME-2024-00253,2026-03,1637258,2026-03-16,2026-03-15,1,Cash,False
PAY-00253-202604,SME-2024-00253,2026-04,1698176,2026-04-16,2026-04-15,1,Cash,False
PAY-00253-202605,SME-2024-00253,2026-05,1719451,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00253-202606,SME-2024-00253,2026-06,1706280,2026-06-15,2026-06-15,0,Virtual Account,True
PAY-00254-202507,SME-2024-00254,2025-07,3480166,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00254-202508,SME-2024-00254,2025-08,3607510,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00254-202509,SME-2024-00254,2025-09,3504853,2025-09-16,2025-09-15,1,Auto-debit,False
PAY-00254-202510,SME-2024-00254,2025-10,3652445,2025-10-15,2025-10-15,0,Auto-debit,False
PAY-00254-202511,SME-2024-00254,2025-11,3498731,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00254-202512,SME-2024-00254,2025-12,3597664,2025-12-16,2025-12-15,1,Auto-debit,False
PAY-00254-202601,SME-2024-00254,2026-01,7024762,2026-01-17,2026-01-15,2,Bank Transfer,False
PAY-00254-202602,SME-2024-00254,2026-02,7028060,2026-02-17,2026-02-15,2,Bank Transfer,False
PAY-00254-202603,SME-2024-00254,2026-03,7305923,2026-03-15,2026-03-15,0,Auto-debit,False
PAY-00254-202604,SME-2024-00254,2026-04,7328401,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00254-202605,SME-2024-00254,2026-05,7245523,2026-05-19,2026-05-15,4,Virtual Account,False
PAY-00254-202606,SME-2024-00254,2026-06,7092054,2026-06-17,2026-06-15,2,Auto-debit,False
PAY-00255-202507,SME-2024-00255,2025-07,1086104,2025-07-15,2025-07-15,0,Auto-debit,False
PAY-00255-202508,SME-2024-00255,2025-08,1058597,2025-08-16,2025-08-15,1,Auto-debit,False
PAY-00255-202509,SME-2024-00255,2025-09,1030799,2025-09-16,2025-09-15,1,Bank Transfer,False
PAY-00255-202510,SME-2024-00255,2025-10,1048285,2025-10-17,2025-10-15,2,Bank Transfer,False
PAY-00255-202511,SME-2024-00255,2025-11,1045305,2025-11-15,2025-11-15,0,Auto-debit,False
PAY-00255-202512,SME-2024-00255,2025-12,1060467,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00255-202601,SME-2024-00255,2026-01,1031589,2026-01-15,2026-01-15,0,Auto-debit,False
PAY-00255-202602,SME-2024-00255,2026-02,1046506,2026-02-16,2026-02-15,1,Auto-debit,False
PAY-00255-202603,SME-2024-00255,2026-03,1078990,2026-03-16,2026-03-15,1,Bank Transfer,False
PAY-00255-202604,SME-2024-00255,2026-04,1050905,2026-04-15,2026-04-15,0,Bank Transfer,False
PAY-00255-202605,SME-2024-00255,2026-05,1032962,2026-05-17,2026-05-15,2,Auto-debit,False
PAY-00255-202606,SME-2024-00255,2026-06,1085981,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00256-202507,SME-2024-00256,2025-07,2693180,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00256-202508,SME-2024-00256,2025-08,2722952,2025-08-16,2025-08-15,1,Virtual Account,False
PAY-00256-202509,SME-2024-00256,2025-09,2728155,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00256-202510,SME-2024-00256,2025-10,2804699,2025-10-16,2025-10-15,1,Bank Transfer,False
PAY-00256-202511,SME-2024-00256,2025-11,2718690,2025-11-15,2025-11-15,0,Bank Transfer,False
PAY-00256-202512,SME-2024-00256,2025-12,2829198,2025-12-16,2025-12-15,1,Auto-debit,False
PAY-00256-202601,SME-2024-00256,2026-01,2839141,2026-01-15,2026-01-15,0,Bank Transfer,False
PAY-00256-202602,SME-2024-00256,2026-02,2839526,2026-02-16,2026-02-15,1,Cash,False
PAY-00256-202603,SME-2024-00256,2026-03,2818281,2026-03-15,2026-03-15,0,Virtual Account,False
PAY-00256-202604,SME-2024-00256,2026-04,2835559,2026-04-16,2026-04-15,1,Virtual Account,False
PAY-00256-202605,SME-2024-00256,2026-05,2716256,2026-05-17,2026-05-15,2,Bank Transfer,False
PAY-00256-202606,SME-2024-00256,2026-06,2774203,2026-06-16,2026-06-15,1,Cash,False
PAY-00257-202507,SME-2024-00257,2025-07,1589064,2025-07-16,2025-07-15,1,Cash,False
PAY-00257-202508,SME-2024-00257,2025-08,1567010,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00257-202509,SME-2024-00257,2025-09,1561874,2025-09-15,2025-09-15,0,Auto-debit,False
PAY-00257-202510,SME-2024-00257,2025-10,1590432,2025-10-18,2025-10-15,3,Bank Transfer,False
PAY-00257-202511,SME-2024-00257,2025-11,1551943,2025-11-16,2025-11-15,1,Virtual Account,False
PAY-00257-202512,SME-2024-00257,2025-12,1550355,2025-12-15,2025-12-15,0,Auto-debit,False
PAY-00257-202601,SME-2024-00257,2026-01,1544327,2026-01-16,2026-01-15,1,Bank Transfer,False
PAY-00257-202602,SME-2024-00257,2026-02,1527653,2026-02-15,2026-02-15,0,Auto-debit,False
PAY-00257-202603,SME-2024-00257,2026-03,5778780,2026-03-16,2026-03-15,1,Auto-debit,True
PAY-00257-202604,SME-2024-00257,2026-04,5604593,2026-04-15,2026-04-15,0,Bank Transfer,False
PAY-00257-202605,SME-2024-00257,2026-05,5642652,2026-05-16,2026-05-15,1,Bank Transfer,False
PAY-00257-202606,SME-2024-00257,2026-06,5755250,2026-06-19,2026-06-15,4,Bank Transfer,False
PAY-00258-202507,SME-2024-00258,2025-07,2484725,2025-07-17,2025-07-15,2,Virtual Account,False
PAY-00258-202508,SME-2024-00258,2025-08,2409603,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00258-202509,SME-2024-00258,2025-09,2521162,2025-09-16,2025-09-15,1,Bank Transfer,False
PAY-00258-202510,SME-2024-00258,2025-10,2482882,2025-10-16,2025-10-15,1,Bank Transfer,False
PAY-00258-202511,SME-2024-00258,2025-11,2458581,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00258-202512,SME-2024-00258,2025-12,2435119,2025-12-16,2025-12-15,1,Cash,False
PAY-00258-202601,SME-2024-00258,2026-01,2382275,2026-01-15,2026-01-15,0,Cash,False
PAY-00258-202602,SME-2024-00258,2026-02,2432987,2026-02-15,2026-02-15,0,Virtual Account,False
PAY-00258-202603,SME-2024-00258,2026-03,2407784,2026-03-17,2026-03-15,2,Cash,False
PAY-00258-202604,SME-2024-00258,2026-04,2393984,2026-04-17,2026-04-15,2,Virtual Account,False
PAY-00258-202605,SME-2024-00258,2026-05,2391206,2026-05-15,2026-05-15,0,Cash,False
PAY-00258-202606,SME-2024-00258,2026-06,2425213,2026-06-18,2026-06-15,3,Bank Transfer,False
PAY-00259-202507,SME-2024-00259,2025-07,3255802,2025-07-16,2025-07-15,1,Bank Transfer,False
PAY-00259-202508,SME-2024-00259,2025-08,3405863,2025-08-16,2025-08-15,1,Bank Transfer,False
PAY-00259-202509,SME-2024-00259,2025-09,3271557,2025-09-16,2025-09-15,1,Auto-debit,False
PAY-00259-202510,SME-2024-00259,2025-10,3399934,2025-10-15,2025-10-15,0,Virtual Account,False
PAY-00259-202511,SME-2024-00259,2025-11,3402268,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00259-202512,SME-2024-00259,2025-12,3347323,2025-12-15,2025-12-15,0,Virtual Account,False
PAY-00259-202601,SME-2024-00259,2026-01,3309034,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00259-202602,SME-2024-00259,2026-02,3324772,2026-02-15,2026-02-15,0,Virtual Account,False
PAY-00259-202603,SME-2024-00259,2026-03,3269773,2026-03-16,2026-03-15,1,Virtual Account,False
PAY-00259-202604,SME-2024-00259,2026-04,3268007,2026-04-17,2026-04-15,2,Virtual Account,False
PAY-00259-202605,SME-2024-00259,2026-05,3357935,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00259-202606,SME-2024-00259,2026-06,3361036,2026-06-19,2026-06-15,4,Bank Transfer,False
PAY-00260-202507,SME-2024-00260,2025-07,1945912,2025-07-16,2025-07-15,1,Bank Transfer,False
PAY-00260-202508,SME-2024-00260,2025-08,1915176,2025-08-16,2025-08-15,1,Virtual Account,False
PAY-00260-202509,SME-2024-00260,2025-09,1952456,2025-09-15,2025-09-15,0,Auto-debit,False
PAY-00260-202510,SME-2024-00260,2025-10,2002528,2025-10-16,2025-10-15,1,Auto-debit,False
PAY-00260-202511,SME-2024-00260,2025-11,1941002,2025-11-16,2025-11-15,1,Virtual Account,False
PAY-00260-202512,SME-2024-00260,2025-12,1995839,2025-12-15,2025-12-15,0,Bank Transfer,False
PAY-00260-202601,SME-2024-00260,2026-01,1948758,2026-01-15,2026-01-15,0,Bank Transfer,False
PAY-00260-202602,SME-2024-00260,2026-02,2008614,2026-02-15,2026-02-15,0,Virtual Account,False
PAY-00260-202603,SME-2024-00260,2026-03,1893779,2026-03-15,2026-03-15,0,Virtual Account,False
PAY-00260-202604,SME-2024-00260,2026-04,1960599,2026-04-17,2026-04-15,2,Auto-debit,False
PAY-00260-202605,SME-2024-00260,2026-05,1972949,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00260-202606,SME-2024-00260,2026-06,1999666,2026-06-15,2026-06-15,0,Auto-debit,False
PAY-00261-202507,SME-2024-00261,2025-07,6465116,2025-07-16,2025-07-15,1,Virtual Account,False
PAY-00261-202508,SME-2024-00261,2025-08,6557404,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00261-202509,SME-2024-00261,2025-09,6435197,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00261-202510,SME-2024-00261,2025-10,6430920,2025-10-16,2025-10-15,1,Bank Transfer,False
PAY-00261-202511,SME-2024-00261,2025-11,6456647,2025-11-15,2025-11-15,0,Bank Transfer,False
PAY-00261-202512,SME-2024-00261,2025-12,6415843,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00261-202601,SME-2024-00261,2026-01,6389305,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00261-202602,SME-2024-00261,2026-02,6670158,2026-02-16,2026-02-15,1,Virtual Account,False
PAY-00261-202603,SME-2024-00261,2026-03,6635397,2026-03-17,2026-03-15,2,Virtual Account,False
PAY-00261-202604,SME-2024-00261,2026-04,6672641,2026-04-17,2026-04-15,2,Virtual Account,False
PAY-00261-202605,SME-2024-00261,2026-05,6712580,2026-05-18,2026-05-15,3,Bank Transfer,False
PAY-00261-202606,SME-2024-00261,2026-06,6518707,2026-06-16,2026-06-15,1,Auto-debit,False
PAY-00262-202507,SME-2024-00262,2025-07,5240119,2025-07-17,2025-07-15,2,Virtual Account,False
PAY-00262-202508,SME-2024-00262,2025-08,7898468,2025-08-17,2025-08-15,2,Auto-debit,False
PAY-00262-202509,SME-2024-00262,2025-09,7786416,2025-09-15,2025-09-15,0,Cash,False
PAY-00262-202510,SME-2024-00262,2025-10,7790905,2025-10-15,2025-10-15,0,Bank Transfer,False
PAY-00262-202511,SME-2024-00262,2025-11,7597191,2025-11-16,2025-11-15,1,Auto-debit,False
PAY-00262-202512,SME-2024-00262,2025-12,7712898,2025-12-18,2025-12-15,3,Virtual Account,False
PAY-00262-202601,SME-2024-00262,2026-01,7561107,2026-01-16,2026-01-15,1,Bank Transfer,False
PAY-00262-202602,SME-2024-00262,2026-02,7772836,2026-02-16,2026-02-15,1,Auto-debit,False
PAY-00262-202603,SME-2024-00262,2026-03,7779819,2026-03-17,2026-03-15,2,Auto-debit,False
PAY-00262-202604,SME-2024-00262,2026-04,7516785,2026-04-15,2026-04-15,0,Auto-debit,False
PAY-00262-202605,SME-2024-00262,2026-05,7857295,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00262-202606,SME-2024-00262,2026-06,7631229,2026-06-15,2026-06-15,0,Auto-debit,False
PAY-00263-202507,SME-2024-00263,2025-07,7021491,2025-07-16,2025-07-15,1,Virtual Account,True
PAY-00263-202508,SME-2024-00263,2025-08,7013836,2025-08-15,2025-08-15,0,Cash,False
PAY-00263-202509,SME-2024-00263,2025-09,7099381,2025-09-16,2025-09-15,1,Virtual Account,False
PAY-00263-202510,SME-2024-00263,2025-10,6833800,2025-10-15,2025-10-15,0,Bank Transfer,False
PAY-00263-202511,SME-2024-00263,2025-11,7027534,2025-11-15,2025-11-15,0,Bank Transfer,False
PAY-00263-202512,SME-2024-00263,2025-12,6939849,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00263-202601,SME-2024-00263,2026-01,7097667,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00263-202602,SME-2024-00263,2026-02,7032855,2026-02-15,2026-02-15,0,Cash,False
PAY-00263-202603,SME-2024-00263,2026-03,6733843,2026-03-17,2026-03-15,2,Bank Transfer,False
PAY-00263-202604,SME-2024-00263,2026-04,6918371,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00263-202605,SME-2024-00263,2026-05,6944121,2026-05-15,2026-05-15,0,Bank Transfer,True
PAY-00263-202606,SME-2024-00263,2026-06,6939826,2026-06-15,2026-06-15,0,Auto-debit,False
PAY-00264-202507,SME-2024-00264,2025-07,9835377,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00264-202508,SME-2024-00264,2025-08,9985299,2025-08-16,2025-08-15,1,Auto-debit,False
PAY-00264-202509,SME-2024-00264,2025-09,10259109,2025-09-15,2025-09-15,0,Auto-debit,False
PAY-00264-202510,SME-2024-00264,2025-10,10011853,2025-10-17,2025-10-15,2,Bank Transfer,False
PAY-00264-202511,SME-2024-00264,2025-11,9819640,2025-11-16,2025-11-15,1,Bank Transfer,False
PAY-00264-202512,SME-2024-00264,2025-12,12398643,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00264-202601,SME-2024-00264,2026-01,12621739,2026-01-17,2026-01-15,2,Cash,False
PAY-00264-202602,SME-2024-00264,2026-02,12815039,2026-02-15,2026-02-15,0,Auto-debit,False
PAY-00264-202603,SME-2024-00264,2026-03,12958897,2026-03-15,2026-03-15,0,Virtual Account,False
PAY-00264-202604,SME-2024-00264,2026-04,12369927,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00264-202605,SME-2024-00264,2026-05,12934999,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00264-202606,SME-2024-00264,2026-06,12683318,2026-06-15,2026-06-15,0,Virtual Account,False
PAY-00265-202602,SME-2024-00265,2026-02,785272,2026-02-15,2026-02-15,0,Virtual Account,False
PAY-00265-202603,SME-2024-00265,2026-03,787529,2026-03-15,2026-03-15,0,Virtual Account,False
PAY-00265-202604,SME-2024-00265,2026-04,3950855,2026-04-15,2026-04-15,0,Bank Transfer,False
PAY-00265-202605,SME-2024-00265,2026-05,3934881,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00265-202606,SME-2024-00265,2026-06,4021315,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00266-202507,SME-2024-00266,2025-07,7411202,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00266-202508,SME-2024-00266,2025-08,7445477,2025-08-16,2025-08-15,1,Virtual Account,False
PAY-00266-202509,SME-2024-00266,2025-09,7496941,2025-09-15,2025-09-15,0,Bank Transfer,False
PAY-00266-202510,SME-2024-00266,2025-10,7564464,2025-10-17,2025-10-15,2,Virtual Account,False
PAY-00266-202511,SME-2024-00266,2025-11,7304082,2025-11-17,2025-11-15,2,Bank Transfer,False
PAY-00266-202512,SME-2024-00266,2025-12,7677451,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00266-202601,SME-2024-00266,2026-01,7385215,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00266-202602,SME-2024-00266,2026-02,7466566,2026-02-15,2026-02-15,0,Bank Transfer,False
PAY-00266-202603,SME-2024-00266,2026-03,7502147,2026-03-16,2026-03-15,1,Virtual Account,False
PAY-00266-202604,SME-2024-00266,2026-04,7303583,2026-04-17,2026-04-15,2,Auto-debit,False
PAY-00266-202605,SME-2024-00266,2026-05,7651360,2026-05-15,2026-05-15,0,Auto-debit,False
PAY-00266-202606,SME-2024-00266,2026-06,7574506,2026-06-17,2026-06-15,2,Cash,False
PAY-00269-202507,SME-2024-00269,2025-07,2988616,2025-07-15,2025-07-15,0,Auto-debit,False
PAY-00269-202508,SME-2024-00269,2025-08,2917896,2025-08-17,2025-08-15,2,Bank Transfer,False
PAY-00269-202509,SME-2024-00269,2025-09,3013258,2025-09-15,2025-09-15,0,Auto-debit,False
