interaction_id,customer_id,interaction_date,channel,category,sentiment,resolution_status,response_time_minutes,follow_up_required
INT-00258-0694,SME-2024-00258,2025-08-02 09:38:00,Phone,Technical,Netral,Resolved,26,False
INT-00258-0695,SME-2024-00258,2025-10-07 11:49:00,WhatsApp,Upgrade,Netral,Resolved,40,False
INT-00258-0696,SME-2024-00258,2026-06-23 16:15:00,WhatsApp,General,Positif,Resolved,33,False
INT-00258-0697,SME-2024-00258,2025-12-03 12:15:00,Phone,General,Netral,Resolved,12,False
INT-00258-0698,SME-2024-00258,2025-08-02 16:29:00,WhatsApp,Technical,Netral,Resolved,40,False
INT-00258-0699,SME-2024-00258,2025-10-06 09:24:00,Phone,Technical,Negatif,Resolved,67,False
INT-00259-0700,SME-2024-00259,2025-08-19 14:56:00,Portal,Upgrade,Netral,Escalated,14,True
INT-00259-0701,SME-2024-00259,2026-05-21 14:31:00,Phone,Upgrade,Netral,Resolved,14,False
INT-00259-0702,SME-2024-00259,2025-09-25 13:55:00,WhatsApp,Billing,Positif,Resolved,24,False
INT-00259-0703,SME-2024-00259,2025-09-24 09:16:00,Email,Billing,Positif,Resolved,18,False
INT-00259-0704,SME-2024-00259,2026-03-06 11:30:00,Email,Technical,Negatif,Resolved,44,False
INT-00259-0705,SME-2024-00259,2026-02-11 09:09:00,Phone,Upgrade,Positif,Resolved,30,False
INT-00259-0706,SME-2024-00259,2026-03-03 17:51:00,Phone,Technical,Positif,Resolved,26,False
INT-00259-0707,SME-2024-00259,2026-02-17 16:31:00,Live Chat,Upgrade,Netral,Resolved,34,False
INT-00260-0708,SME-2024-00260,2026-03-01 13:32:00,Portal,Technical,Netral,Resolved,21,False
INT-00260-0709,SME-2024-00260,2026-04-01 10:59:00,Live Chat,Technical,Positif,Resolved,46,False
INT-00261-0710,SME-2024-00261,2026-01-15 16:28:00,Email,Billing,Negatif,Pending,50,True
INT-00261-0711,SME-2024-00261,2025-09-23 12:40:00,WhatsApp,Billing,Negatif,Pending,60,True
INT-00261-0712,SME-2024-00261,2025-09-04 13:36:00,Portal,Technical,Negatif,Pending,74,True
INT-00261-0713,SME-2024-00261,2025-07-07 10:33:00,Phone,General,Negatif,Resolved,54,False
INT-00261-0714,SME-2024-00261,2025-11-11 09:30:00,WhatsApp,Technical,Negatif,Closed-no-solution,53,False
INT-00261-0715,SME-2024-00261,2025-12-12 12:44:00,Live Chat,General,Netral,Resolved,24,False
INT-00261-0716,SME-2024-00261,2025-07-26 16:26:00,WhatsApp,Technical,Netral,Resolved,39,False
INT-00262-0717,SME-2024-00262,2026-04-01 08:52:00,Email,Billing,Positif,Resolved,35,False
INT-00262-0718,SME-2024-00262,2026-01-02 15:20:00,WhatsApp,Upgrade,Positif,Resolved,43,False
INT-00262-0719,SME-2024-00262,2026-05-08 13:01:00,WhatsApp,Billing,Positif,Resolved,8,False
INT-00262-0720,SME-2024-00262,2026-04-20 16:02:00,Live Chat,Billing,Positif,Resolved,21,False
INT-00263-0721,SME-2024-00263,2026-03-10 15:52:00,Portal,General,Positif,Resolved,42,False
INT-00263-0722,SME-2024-00263,2025-12-17 14:02:00,Portal,Billing,Netral,Resolved,32,False
INT-00263-0723,SME-2024-00263,2026-05-26 11:48:00,Phone,Technical,Positif,Resolved,32,False
INT-00263-0724,SME-2024-00263,2026-04-06 13:58:00,Phone,Upgrade,Positif,Resolved,25,False
INT-00265-0725,SME-2024-00265,2026-06-06 16:07:00,Phone,Technical,Positif,Resolved,40,False
INT-00265-0726,SME-2024-00265,2026-05-17 13:38:00,Phone,General,Negatif,Resolved,75,False
INT-00265-0727,SME-2024-00265,2025-11-18 17:50:00,WhatsApp,General,Positif,Resolved,20,False
INT-00266-0728,SME-2024-00266,2026-05-20 16:52:00,WhatsApp,Upgrade,Positif,Resolved,47,False
INT-00267-0729,SME-2024-00267,2025-11-21 14:39:00,Live Chat,General,Netral,Resolved,23,False
INT-00267-0730,SME-2024-00267,2026-05-02 13:32:00,Email,General,Negatif,Pending,49,True
INT-00268-0731,SME-2024-00268,2025-08-13 13:35:00,Email,Technical,Negatif,Resolved,59,False
INT-00268-0732,SME-2024-00268,2026-05-08 17:39:00,WhatsApp,Technical,Positif,Resolved,34,False
INT-00268-0733,SME-2024-00268,2026-01-03 12:36:00,Live Chat,Billing,Negatif,Resolved,52,False
INT-00269-0734,SME-2024-00269,2026-04-12 16:27:00,WhatsApp,General,Netral,Resolved,40,False
INT-00269-0735,SME-2024-00269,2026-03-04 08:39:00,WhatsApp,General,Positif,Pending,42,True
INT-00269-0736,SME-2024-00269,2026-06-24 15:28:00,Portal,Technical,Netral,Escalated,19,True
INT-00270-0737,SME-2024-00270,2026-01-22 12:04:00,WhatsApp,Technical,Netral,Escalated,21,True
INT-00270-0738,SME-2024-00270,2026-04-08 17:30:00,Phone,General,Negatif,Resolved,57,False
INT-00270-0739,SME-2024-00270,2026-01-02 08:04:00,Live Chat,General,Netral,Resolved,39,False
INT-00271-0740,SME-2024-00271,2025-08-20 08:12:00,Live Chat,Upgrade,Positif,Resolved,51,False
INT-00272-0741,SME-2024-00272,2026-05-01 12:35:00,Live Chat,General,Netral,Resolved,44,False
INT-00272-0742,SME-2024-00272,2026-04-18 09:32:00,Phone,General,Netral,Resolved,38,False
INT-00273-0743,SME-2024-00273,2025-08-04 08:39:00,Email,Billing,Netral,Resolved,37,False
INT-00273-0744,SME-2024-00273,2025-11-05 10:48:00,Email,Billing,Positif,Resolved,42,False
INT-00274-0745,SME-2024-00274,2025-07-16 13:47:00,Email,Billing,Netral,Resolved,5,False
INT-00275-0746,SME-2024-00275,2026-04-25 17:27:00,Phone,Technical,Netral,Resolved,11,False
INT-00275-0747,SME-2024-00275,2026-01-19 17:06:00,Live Chat,Technical,Positif,Escalated,27,True
INT-00275-0748,SME-2024-00275,2026-03-17 17:30:00,WhatsApp,General,Netral,Resolved,29,False
INT-00277-0749,SME-2024-00277,2025-11-25 12:24:00,Email,Technical,Positif,Resolved,44,False
INT-00278-0750,SME-2024-00278,2025-11-12 11:56:00,WhatsApp,Billing,Positif,Resolved,41,False
INT-00278-0751,SME-2024-00278,2026-03-19 08:52:00,Live Chat,Technical,Netral,Resolved,42,False
INT-00279-0752,SME-2024-00279,2026-03-06 15:05:00,Phone,General,Positif,Resolved,14,False
INT-00280-0753,SME-2024-00280,2026-02-08 09:06:00,Phone,Upgrade,Netral,Resolved,23,False
INT-00280-0754,SME-2024-00280,2026-06-04 13:26:00,WhatsApp,Technical,Negatif,Pending,65,True
INT-00280-0755,SME-2024-00280,2025-12-17 14:01:00,WhatsApp,General,Negatif,Resolved,20,False
INT-00281-0756,SME-2024-00281,2025-11-12 10:13:00,WhatsApp,General,Negatif,Pending,33,True
INT-00281-0757,SME-2024-00281,2025-11-09 08:40:00,Email,General,Negatif,Escalated,77,True
INT-00282-0758,SME-2024-00282,2026-06-21 10:02:00,Portal,Technical,Netral,Pending,7,True
INT-00283-0759,SME-2024-00283,2026-04-12 08:22:00,WhatsApp,Upgrade,Positif,Resolved,10,False
INT-00283-0760,SME-2024-00283,2025-10-09 11:09:00,Phone,Technical,Netral,Pending,45,True
INT-00283-0761,SME-2024-00283,2025-09-09 08:09:00,WhatsApp,General,Positif,Resolved,32,False
INT-00284-0762,SME-2024-00284,2025-09-27 12:32:00,Live Chat,General,Positif,Resolved,47,False
INT-00284-0763,SME-2024-00284,2026-03-13 11:03:00,Phone,Technical,Netral,Resolved,23,False
INT-00285-0764,SME-2024-00285,2026-06-27 08:24:00,WhatsApp,General,Positif,Resolved,26,False
INT-00286-0765,SME-2024-00286,2025-09-13 09:36:00,Phone,Technical,Positif,Resolved,5,False
INT-00286-0766,SME-2024-00286,2025-08-23 15:23:00,WhatsApp,Upgrade,Negatif,Resolved,21,False
INT-00287-0767,SME-2024-00287,2026-04-09 16:45:00,Phone,Technical,Netral,Resolved,51,False
INT-00288-0768,SME-2024-00288,2026-03-08 13:11:00,Live Chat,Technical,Netral,Resolved,49,False
INT-00288-0769,SME-2024-00288,2025-09-23 08:52:00,Live Chat,Technical,Negatif,Pending,52,True
INT-00289-0770,SME-2024-00289,2025-11-23 14:33:00,Email,Upgrade,Netral,Resolved,31,False
INT-00289-0771,SME-2024-00289,2025-11-26 17:13:00,Portal,Billing,Positif,Resolved,5,False
INT-00289-0772,SME-2024-00289,2026-01-04 12:58:00,WhatsApp,General,Positif,Resolved,27,False
INT-00289-0773,SME-2024-00289,2026-03-21 14:32:00,Phone,General,Positif,Resolved,9,False
INT-00291-0774,SME-2024-00291,2025-07-27 10:24:00,WhatsApp,Technical,Netral,Pending,25,True
INT-00291-0775,SME-2024-00291,2025-07-10 12:05:00,Phone,Technical,Netral,Pending,35,True
INT-00291-0776,SME-2024-00291,2025-10-27 08:17:00,WhatsApp,Billing,Netral,Resolved,51,False
INT-00291-0777,SME-2024-00291,2026-06-24 13:50:00,Phone,Technical,Netral,Resolved,35,False
INT-00291-0778,SME-2024-00291,2026-03-11 17:18:00,Phone,Upgrade,Netral,Resolved,19,False
INT-00291-0779,SME-2024-00291,2025-09-12 08:52:00,Email,Upgrade,Netral,Resolved,31,False
INT-00291-0780,SME-2024-00291,2026-04-16 14:44:00,Phone,Billing,Positif,Escalated,40,True
INT-00292-0781,SME-2024-00292,2026-03-15 17:38:00,Phone,Billing,Netral,Resolved,32,False
INT-00292-0782,SME-2024-00292,2026-03-04 11:39:00,Phone,Technical,Positif,Resolved,40,False
INT-00293-0783,SME-2024-00293,2026-05-01 15:37:00,Portal,Technical,Positif,Resolved,20,False
INT-00293-0784,SME-2024-00293,2026-06-23 11:29:00,WhatsApp,Technical,Positif,Resolved,49,False
INT-00293-0785,SME-2024-00293,2026-02-11 15:38:00,WhatsApp,Billing,Negatif,Resolved,52,False
INT-00294-0786,SME-2024-00294,2026-03-24 13:58:00,Phone,General,Positif,Resolved,20,False
INT-00294-0787,SME-2024-00294,2025-12-11 14:23:00,Phone,Billing,Netral,Resolved,24,False
INT-00294-0788,SME-2024-00294,2025-11-25 12:19:00,WhatsApp,Upgrade,Netral,Resolved,33,False
INT-00295-0789,SME-2024-00295,2026-02-19 11:36:00,Live Chat,General,Positif,Resolved,32,False
INT-00296-0790,SME-2024-00296,2025-10-22 15:00:00,Phone,Upgrade,Netral,Escalated,35,True
INT-00297-0791,SME-2024-00297,2026-06-23 12:53:00,Portal,General,Netral,Resolved,25,False
INT-00297-0792,SME-2024-00297,2025-12-09 09:31:00,Phone,General,Positif,Resolved,47,False
INT-00298-0793,SME-2024-00298,2026-01-12 09:06:00,WhatsApp,Technical,Netral,Resolved,21,False
INT-00298-0794,SME-2024-00298,2025-10-17 11:11:00,Phone,Upgrade,Positif,Escalated,23,True
INT-00298-0795,SME-2024-00298,2025-07-12 14:21:00,Live Chat,General,Netral,Pending,43,True
INT-00298-0796,SME-2024-00298,2026-01-11 17:19:00,Email,General,Positif,Resolved,17,False
INT-00299-0797,SME-2024-00299,2026-02-18 09:07:00,WhatsApp,Billing,Positif,Resolved,42,False
INT-00299-0798,SME-2024-00299,2026-05-19 09:07:00,Portal,Technical,Netral,Pending,30,True
INT-00300-0799,SME-2024-00300,2026-04-23 10:24:00,Live Chat,Technical,Positif,Resolved,34,False
INT-00301-0800,SME-2024-00301,2025-10-02 15:45:00,Phone,Billing,Negatif,Resolved,5,False
INT-00301-0801,SME-2024-00301,2025-09-04 13:06:00,WhatsApp,General,Netral,Resolved,43,False
INT-00302-0802,SME-2024-00302,2025-07-26 13:17:00,WhatsApp,General,Positif,Resolved,59,False
INT-00302-0803,SME-2024-00302,2026-04-02 13:28:00,WhatsApp,Technical,Positif,Resolved,47,False
INT-00302-0804,SME-2024-00302,2025-12-20 09:18:00,Portal,Technical,Positif,Resolved,18,False
INT-00304-0805,SME-2024-00304,2026-04-01 10:59:00,Phone,General,Positif,Resolved,5,False
INT-00304-0806,SME-2024-00304,2026-06-07 17:48:00,WhatsApp,Billing,Netral,Resolved,41,False
INT-00304-0807,SME-2024-00304,2026-03-02 08:41:00,Live Chat,Technical,Positif,Resolved,13,False
INT-00305-0808,SME-2024-00305,2025-08-14 17:25:00,WhatsApp,Technical,Positif,Resolved,33,False
INT-00305-0809,SME-2024-00305,2026-04-17 09:11:00,Portal,Billing,Positif,Resolved,19,False
INT-00305-0810,SME-2024-00305,2026-03-07 09:42:00,Portal,Technical,Negatif,Closed-no-solution,70,False
INT-00305-0811,SME-2024-00305,2025-11-06 09:13:00,WhatsApp,Technical,Netral,Resolved,40,False
INT-00306-0812,SME-2024-00306,2026-01-21 11:20:00,Email,General,Negatif,Resolved,66,False
INT-00306-0813,SME-2024-00306,2025-08-20 10:25:00,Live Chat,General,Netral,Pending,38,True
INT-00306-0814,SME-2024-00306,2025-09-02 17:12:00,WhatsApp,General,Positif,Resolved,30,False
INT-00306-0815,SME-2024-00306,2026-06-19 14:06:00,Portal,Upgrade,Positif,Resolved,37,False
INT-00306-0816,SME-2024-00306,2026-04-27 16:51:00,Live Chat,Billing,Positif,Resolved,29,False
INT-00306-0817,SME-2024-00306,2026-02-26 08:19:00,WhatsApp,General,Positif,Resolved,68,False
INT-00306-0818,SME-2024-00306,2025-08-06 09:31:00,WhatsApp,Billing,Netral,Resolved,23,False
INT-00306-0819,SME-2024-00306,2026-05-22 09:41:00,Live Chat,General,Netral,Escalated,56,True
INT-00307-0820,SME-2024-00307,2025-07-26 10:57:00,Live Chat,Technical,Netral,Escalated,44,True
INT-00307-0821,SME-2024-00307,2026-04-17 11:03:00,Phone,Billing,Netral,Resolved,18,False
INT-00307-0822,SME-2024-00307,2026-03-14 16:54:00,WhatsApp,Upgrade,Netral,Resolved,9,False
INT-00308-0823,SME-2024-00308,2026-02-13 17:52:00,Portal,General,Netral,Resolved,46,False
INT-00309-0824,SME-2024-00309,2026-01-21 10:22:00,Portal,Upgrade,Positif,Resolved,36,False
INT-00310-0825,SME-2024-00310,2026-02-02 09:48:00,Live Chat,General,Negatif,Pending,55,True
INT-00311-0826,SME-2024-00311,2025-08-22 13:09:00,WhatsApp,General,Positif,Resolved,45,False
INT-00312-0827,SME-2024-00312,2026-03-21 08:37:00,WhatsApp,Technical,Negatif,Closed-no-solution,91,False
INT-00312-0828,SME-2024-00312,2026-06-26 13:20:00,Portal,General,Positif,Resolved,14,False
INT-00312-0829,SME-2024-00312,2025-09-25 09:18:00,Email,General,Positif,Resolved,34,False
INT-00312-0830,SME-2024-00312,2026-02-11 17:24:00,Email,Billing,Netral,Resolved,7,False
INT-00313-0831,SME-2024-00313,2026-02-13 09:30:00,Email,Technical,Netral,Resolved,29,False
INT-00314-0832,SME-2024-00314,2025-08-12 09:15:00,Portal,General,Netral,Resolved,27,False
INT-00316-0833,SME-2024-00316,2025-10-09 12:21:00,Phone,Billing,Netral,Resolved,5,False
INT-00316-0834,SME-2024-00316,2025-07-18 11:40:00,Email,Upgrade,Positif,Resolved,48,False
INT-00316-0835,SME-2024-00316,2026-05-07 09:38:00,Portal,Upgrade,Positif,Pending,43,True
INT-00316-0836,SME-2024-00316,2025-12-06 10:29:00,Email,Technical,Netral,Resolved,31,False
INT-00317-0837,SME-2024-00317,2025-07-13 14:52:00,Phone,Technical,Positif,Resolved,39,False
INT-00318-0838,SME-2024-00318,2026-03-12 15:38:00,WhatsApp,General,Netral,Resolved,23,False
INT-00319-0839,SME-2024-00319,2025-08-10 11:33:00,Live Chat,Billing,Netral,Escalated,39,True
INT-00320-0840,SME-2024-00320,2025-12-19 11:35:00,Email,Upgrade,Netral,Resolved,40,False
INT-00320-0841,SME-2024-00320,2025-10-27 17:27:00,Portal,General,Netral,Resolved,42,False
INT-00320-0842,SME-2024-00320,2026-03-22 17:10:00,Email,Billing,Netral,Resolved,12,False
INT-00321-0843,SME-2024-00321,2026-06-07 09:29:00,Live Chat,Technical,Netral,Resolved,35,False
INT-00321-0844,SME-2024-00321,2025-08-12 15:45:00,Live Chat,Technical,Netral,Resolved,71,False
INT-00321-0845,SME-2024-00321,2026-01-21 08:43:00,Live Chat,Technical,Positif,Resolved,30,False
INT-00321-0846,SME-2024-00321,2025-11-27 08:48:00,Phone,General,Netral,Pending,28,True
INT-00322-0847,SME-2024-00322,2026-05-04 11:03:00,Phone,Billing,Netral,Resolved,38,False
INT-00322-0848,SME-2024-00322,2026-06-06 16:38:00,WhatsApp,Billing,Netral,Pending,19,True
INT-00322-0849,SME-2024-00322,2026-02-22 12:51:00,Phone,Upgrade,Netral,Resolved,22,False
INT-00322-0850,SME-2024-00322,2025-10-23 16:02:00,WhatsApp,Technical,Positif,Resolved,32,False
INT-00322-0851,SME-2024-00322,2026-02-08 08:28:00,WhatsApp,Technical,Positif,Resolved,28,False
INT-00323-0852,SME-2024-00323,2025-11-24 15:01:00,WhatsApp,Technical,Positif,Resolved,19,False
INT-00323-0853,SME-2024-00323,2026-05-05 09:10:00,WhatsApp,Upgrade,Positif,Escalated,12,True
INT-00324-0854,SME-2024-00324,2026-05-05 12:38:00,WhatsApp,Technical,Negatif,Pending,53,True
INT-00325-0855,SME-2024-00325,2025-09-05 17:09:00,WhatsApp,Technical,Netral,Pending,16,True
INT-00326-0856,SME-2024-00326,2026-03-13 16:27:00,WhatsApp,General,Positif,Pending,25,True
INT-00326-0857,SME-2024-00326,2026-06-17 12:07:00,Live Chat,Technical,Positif,Pending,23,True
INT-00327-0858,SME-2024-00327,2025-12-19 13:14:00,WhatsApp,Technical,Netral,Resolved,22,False
INT-00328-0859,SME-2024-00328,2025-09-18 08:49:00,WhatsApp,Upgrade,Positif,Resolved,22,False
INT-00330-0860,SME-2024-00330,2026-03-20 12:36:00,Phone,Technical,Negatif,Escalated,47,True
INT-00330-0861,SME-2024-00330,2025-08-06 08:03:00,Email,Billing,Netral,Resolved,12,False
INT-00330-0862,SME-2024-00330,2026-01-09 09:54:00,Portal,Technical,Negatif,Resolved,43,False
INT-00330-0863,SME-2024-00330,2026-04-15 09:43:00,Phone,Billing,Positif,Resolved,11,False
INT-00330-0864,SME-2024-00330,2026-01-06 11:27:00,Phone,Upgrade,Netral,Resolved,38,False
INT-00331-0865,SME-2024-00331,2025-07-26 15:38:00,Phone,General,Netral,Resolved,20,False
INT-00331-0866,SME-2024-00331,2025-09-08 08:45:00,WhatsApp,Upgrade,Negatif,Pending,60,True
INT-00331-0867,SME-2024-00331,2026-03-25 14:58:00,Live Chat,Billing,Positif,Resolved,43,False
INT-00331-0868,SME-2024-00331,2025-11-14 13:39:00,WhatsApp,Technical,Netral,Resolved,20,False
INT-00331-0869,SME-2024-00331,2025-09-04 15:46:00,Phone,General,Positif,Resolved,19,False
INT-00332-0870,SME-2024-00332,2025-08-18 15:41:00,Phone,Technical,Netral,Resolved,31,False
INT-00332-0871,SME-2024-00332,2025-07-20 11:01:00,Phone,General,Positif,Resolved,37,False
INT-00333-0872,SME-2024-00333,2026-04-07 09:34:00,Phone,Billing,Positif,Resolved,29,False
INT-00333-0873,SME-2024-00333,2025-12-23 13:09:00,WhatsApp,Technical,Negatif,Pending,40,True
INT-00333-0874,SME-2024-00333,2026-05-06 17:21:00,Email,Technical,Positif,Resolved,19,False
INT-00333-0875,SME-2024-00333,2025-10-11 09:41:00,Phone,Technical,Netral,Resolved,48,False
INT-00333-0876,SME-2024-00333,2025-12-18 08:18:00,Email,Billing,Positif,Resolved,15,False
INT-00334-0877,SME-2024-00334,2025-07-27 11:26:00,Live Chat,General,Positif,Pending,41,True
INT-00334-0878,SME-2024-00334,2026-03-15 15:30:00,Live Chat,Billing,Positif,Resolved,25,False
INT-00334-0879,SME-2024-00334,2026-04-04 14:12:00,Phone,Upgrade,Negatif,Resolved,52,False
INT-00336-0880,SME-2024-00336,2026-01-01 16:31:00,WhatsApp,Billing,Positif,Resolved,16,False
INT-00336-0881,SME-2024-00336,2025-11-09 17:44:00,Portal,Upgrade,Netral,Resolved,18,False
INT-00336-0882,SME-2024-00336,2025-10-18 10:04:00,Live Chat,Upgrade,Netral,Pending,21,True
INT-00339-0883,SME-2024-00339,2025-10-11 10:01:00,WhatsApp,Billing,Netral,Pending,16,True
INT-00339-0884,SME-2024-00339,2026-01-20 16:27:00,WhatsApp,Billing,Positif,Pending,33,True
INT-00339-0885,SME-2024-00339,2026-05-12 08:31:00,Phone,Technical,Netral,Resolved,24,False
INT-00340-0886,SME-2024-00340,2025-08-06 14:22:00,WhatsApp,General,Netral,Pending,5,True
INT-00340-0887,SME-2024-00340,2025-10-01 12:03:00,Phone,Billing,Negatif,Resolved,47,False
INT-00340-0888,SME-2024-00340,2025-11-13 11:09:00,Live Chat,Technical,Positif,Resolved,33,False
INT-00341-0889,SME-2024-00341,2025-11-24 11:10:00,Phone,Technical,Positif,Resolved,51,False
INT-00342-0890,SME-2024-00342,2026-04-16 11:20:00,WhatsApp,Technical,Positif,Resolved,34,False
INT-00342-0891,SME-2024-00342,2025-10-04 12:18:00,Phone,Technical,Negatif,Pending,34,True
INT-00342-0892,SME-2024-00342,2025-11-27 08:53:00,Phone,Technical,Negatif,Pending,66,True
INT-00342-0893,SME-2024-00342,2026-05-24 08:02:00,WhatsApp,General,Netral,Resolved,30,False
INT-00342-0894,SME-2024-00342,2025-09-25 08:37:00,Live Chat,General,Netral,Resolved,34,False
INT-00342-0895,SME-2024-00342,2026-05-12 13:34:00,Portal,Billing,Positif,Resolved,32,False
INT-00343-0896,SME-2024-00343,2026-06-02 11:34:00,WhatsApp,Upgrade,Negatif,Closed-no-solution,64,False
INT-00343-0897,SME-2024-00343,2025-12-21 14:18:00,WhatsApp,Technical,Positif,Resolved,5,False
INT-00344-0898,SME-2024-00344,2026-04-19 13:28:00,Live Chat,General,Netral,Resolved,40,False
INT-00344-0899,SME-2024-00344,2026-02-11 14:58:00,Phone,Technical,Netral,Resolved,67,False
INT-00345-0900,SME-2024-00345,2026-03-25 17:33:00,Live Chat,General,Netral,Resolved,39,False
INT-00346-0901,SME-2024-00346,2026-03-10 08:15:00,WhatsApp,Technical,Netral,Resolved,41,False
INT-00346-0902,SME-2024-00346,2025-12-14 12:08:00,Phone,Technical,Netral,Resolved,37,False
INT-00347-0903,SME-2024-00347,2025-10-04 17:09:00,WhatsApp,Upgrade,Positif,Resolved,5,False
INT-00347-0904,SME-2024-00347,2025-07-16 17:36:00,WhatsApp,General,Netral,Resolved,38,False
INT-00347-0905,SME-2024-00347,2025-08-06 15:26:00,WhatsApp,Upgrade,Negatif,Resolved,57,False
INT-00347-0906,SME-2024-00347,2026-04-09 09:58:00,WhatsApp,Billing,Netral,Resolved,29,False
INT-00347-0907,SME-2024-00347,2025-10-16 15:58:00,Email,Technical,Positif,Resolved,22,False
INT-00347-0908,SME-2024-00347,2026-03-08 10:17:00,Live Chat,Billing,Negatif,Pending,58,True
INT-00348-0909,SME-2024-00348,2026-05-05 08:18:00,WhatsApp,Upgrade,Netral,Resolved,27,False
INT-00348-0910,SME-2024-00348,2026-05-06 12:45:00,Email,Billing,Netral,Resolved,40,False
INT-00348-0911,SME-2024-00348,2026-02-05 11:05:00,WhatsApp,General,Positif,Pending,43,True
INT-00349-0912,SME-2024-00349,2026-04-14 10:32:00,Phone,Technical,Positif,Resolved,30,False
INT-00349-0913,SME-2024-00349,2026-02-10 13:39:00,WhatsApp,Upgrade,Positif,Pending,5,True
INT-00349-0914,SME-2024-00349,2026-01-04 15:36:00,Email,Technical,Positif,Resolved,28,False
INT-00349-0915,SME-2024-00349,2026-01-26 10:22:00,Email,Billing,Netral,Resolved,36,False
INT-00349-0916,SME-2024-00349,2026-03-15 14:35:00,Phone,Billing,Netral,Resolved,34,False
INT-00349-0917,SME-2024-00349,2025-12-25 10:20:00,WhatsApp,Technical,Negatif,Closed-no-solution,43,False
INT-00349-0918,SME-2024-00349,2025-11-18 10:35:00,WhatsApp,General,Netral,Resolved,54,False
INT-00349-0919,SME-2024-00349,2025-12-20 17:26:00,Phone,General,Negatif,Closed-no-solution,43,False
INT-00350-0920,SME-2024-00350,2025-12-26 12:09:00,WhatsApp,General,Netral,Resolved,43,False
INT-00350-0921,SME-2024-00350,2025-09-10 17:59:00,WhatsApp,Billing,Netral,Resolved,51,False
INT-00350-0922,SME-2024-00350,2026-03-15 16:10:00,WhatsApp,Technical,Netral,Resolved,33,False
INT-00351-0923,SME-2024-00351,2026-01-21 11:48:00,Live Chat,Technical,Positif,Resolved,56,False
INT-00352-0924,SME-2024-00352,2025-10-12 12:08:00,Live Chat,General,Positif,Resolved,34,False
INT-00352-0925,SME-2024-00352,2025-07-04 13:10:00,Phone,General,Netral,Resolved,22,False
INT-00352-0926,SME-2024-00352,2026-01-10 08:13:00,Portal,Technical,Netral,Resolved,54,False
INT-00352-0927,SME-2024-00352,2026-04-18 16:45:00,WhatsApp,Technical,Negatif,Resolved,64,False
INT-00352-0928,SME-2024-00352,2025-12-16 12:29:00,WhatsApp,General,Positif,Resolved,29,False
INT-00352-0929,SME-2024-00352,2025-11-06 16:53:00,Portal,Technical,Positif,Resolved,12,False
INT-00352-0930,SME-2024-00352,2026-05-01 11:29:00,Phone,General,Negatif,Resolved,45,False
INT-00353-0931,SME-2024-00353,2025-12-07 17:43:00,Phone,Upgrade,Positif,Resolved,26,False
INT-00354-0932,SME-2024-00354,2026-05-05 12:30:00,Portal,Billing,Netral,Resolved,53,False
INT-00354-0933,SME-2024-00354,2025-12-04 09:30:00,Email,Technical,Netral,Resolved,28,False
INT-00355-0934,SME-2024-00355,2025-12-04 17:22:00,Email,Technical,Positif,Resolved,26,False
INT-00355-0935,SME-2024-00355,2026-02-04 14:21:00,Portal,General,Netral,Escalated,27,True
INT-00356-0936,SME-2024-00356,2026-03-21 12:20:00,Email,Technical,Netral,Resolved,36,False
INT-00357-0937,SME-2024-00357,2025-11-08 16:14:00,Phone,Billing,Netral,Escalated,33,True
INT-00357-0938,SME-2024-00357,2026-02-12 13:11:00,Live Chat,Technical,Positif,Resolved,35,False
INT-00357-0939,SME-2024-00357,2026-02-15 08:45:00,Phone,General,Netral,Resolved,38,False
INT-00357-0940,SME-2024-00357,2025-08-11 10:19:00,Live Chat,General,Netral,Resolved,17,False
INT-00357-0941,SME-2024-00357,2025-09-19 14:52:00,WhatsApp,Billing,Netral,Resolved,33,False
INT-00358-0942,SME-2024-00358,2026-04-26 10:13:00,WhatsApp,Billing,Negatif,Pending,61,True
INT-00358-0943,SME-2024-00358,2025-11-23 10:38:00,Phone,Technical,Netral,Resolved,22,False
INT-00358-0944,SME-2024-00358,2026-04-06 13:44:00,Email,General,Netral,Resolved,52,False
INT-00359-0945,SME-2024-00359,2025-09-11 15:24:00,Phone,General,Positif,Resolved,22,False
INT-00359-0946,SME-2024-00359,2025-12-01 12:49:00,WhatsApp,General,Positif,Resolved,21,False
INT-00359-0947,SME-2024-00359,2025-09-04 09:16:00,Phone,General,Positif,Pending,5,True
INT-00361-0948,SME-2024-00361,2026-04-16 11:20:00,Portal,General,Negatif,Closed-no-solution,55,False
INT-00361-0949,SME-2024-00361,2025-09-10 08:27:00,Phone,Upgrade,Positif,Resolved,14,False
INT-00361-0950,SME-2024-00361,2025-11-16 13:24:00,Phone,Billing,Netral,Resolved,20,False
INT-00361-0951,SME-2024-00361,2025-12-17 10:11:00,Live Chat,Upgrade,Netral,Resolved,32,False
INT-00362-0952,SME-2024-00362,2026-06-16 09:01:00,Phone,Billing,Positif,Pending,37,True
INT-00362-0953,SME-2024-00362,2025-12-11 12:51:00,Portal,Upgrade,Positif,Resolved,45,False
INT-00363-0954,SME-2024-00363,2025-08-27 09:04:00,Live Chat,Technical,Negatif,Escalated,60,True
INT-00363-0955,SME-2024-00363,2025-07-19 08:37:00,WhatsApp,Upgrade,Negatif,Escalated,81,True
INT-00363-0956,SME-2024-00363,2025-08-04 12:58:00,Phone,Technical,Negatif,Pending,41,True
